Time,Subject,Midline
5.7578,CTEEG_Control_65,6.63e-7
5.7656,CTEEG_Control_30,1.11e-6
5.7656,CTEEG_Control_31,1.05e-6
5.7656,CTEEG_Control_32,1.2e-6
5.7656,CTEEG_Control_33,1.15e-6
5.7656,CTEEG_Control_34,1.08e-6
5.7656,CTEEG_Control_35,1.89e-6
5.7656,CTEEG_Control_36,2.2e-6
5.7656,CTEEG_Control_37,2.56e-6
5.7656,CTEEG_Control_38,1.92e-6
5.7656,CTEEG_Control_41,2.51e-6
5.7656,CTEEG_Control_42,1.16e-6
5.7656,CTEEG_Control_43,6.85e-7
5.7656,CTEEG_Control_46,1.32e-6
5.7656,CTEEG_Control_47,1.39e-6
5.7656,CTEEG_Control_48,1.08e-6
5.7656,CTEEG_Control_51,1.19e-6
5.7656,CTEEG_Control_52,1.01e-6
5.7656,CTEEG_Control_53,1.72e-6
5.7656,CTEEG_Control_54,8.04e-7
5.7656,CTEEG_Control_55,1.1e-6
5.7656,CTEEG_Control_56,8.6e-7
5.7656,CTEEG_Control_59,2.86e-6
5.7656,CTEEG_Control_61,1.18e-6
5.7656,CTEEG_Control_62,1.09e-6
5.7656,CTEEG_Control_65,6.7e-7
5.7734,CTEEG_Control_30,1.12e-6
5.7734,CTEEG_Control_31,1.04e-6
5.7734,CTEEG_Control_32,1.2e-6
5.7734,CTEEG_Control_33,1.15e-6
5.7734,CTEEG_Control_34,1.09e-6
5.7734,CTEEG_Control_35,1.89e-6
5.7734,CTEEG_Control_36,2.23e-6
5.7734,CTEEG_Control_37,2.58e-6
5.7734,CTEEG_Control_38,1.92e-6
5.7734,CTEEG_Control_41,2.56e-6
5.7734,CTEEG_Control_42,1.16e-6
5.7734,CTEEG_Control_43,6.72e-7
5.7734,CTEEG_Control_46,1.31e-6
5.7734,CTEEG_Control_47,1.41e-6
5.7734,CTEEG_Control_48,1.09e-6
5.7734,CTEEG_Control_51,1.2e-6
5.7734,CTEEG_Control_52,9.92e-7
5.7734,CTEEG_Control_53,1.73e-6
5.7734,CTEEG_Control_54,8.04e-7
5.7734,CTEEG_Control_55,1.1e-6
5.7734,CTEEG_Control_56,8.5e-7
5.7734,CTEEG_Control_59,2.89e-6
5.7734,CTEEG_Control_61,1.2e-6
5.7734,CTEEG_Control_62,1.1e-6
5.7734,CTEEG_Control_65,6.77e-7
5.7812,CTEEG_Control_30,1.13e-6
5.7812,CTEEG_Control_31,1.03e-6
5.7812,CTEEG_Control_32,1.19e-6
5.7812,CTEEG_Control_33,1.15e-6
5.7812,CTEEG_Control_34,1.1e-6
5.7812,CTEEG_Control_35,1.89e-6
5.7812,CTEEG_Control_36,2.26e-6
5.7812,CTEEG_Control_37,2.59e-6
5.7812,CTEEG_Control_38,1.91e-6
5.7812,CTEEG_Control_41,2.6e-6
5.7812,CTEEG_Control_42,1.17e-6
5.7812,CTEEG_Control_43,6.58e-7
5.7812,CTEEG_Control_46,1.3e-6
5.7812,CTEEG_Control_47,1.42e-6
5.7812,CTEEG_Control_48,1.1e-6
5.7812,CTEEG_Control_51,1.2e-6
5.7812,CTEEG_Control_52,9.73e-7
5.7812,CTEEG_Control_53,1.74e-6
5.7812,CTEEG_Control_54,8.06e-7
5.7812,CTEEG_Control_55,1.09e-6
5.7812,CTEEG_Control_56,8.41e-7
5.7812,CTEEG_Control_59,2.92e-6
5.7812,CTEEG_Control_61,1.22e-6
5.7812,CTEEG_Control_62,1.11e-6
5.7812,CTEEG_Control_65,6.87e-7
5.7891,CTEEG_Control_30,1.14e-6
5.7891,CTEEG_Control_31,1.03e-6
5.7891,CTEEG_Control_32,1.19e-6
5.7891,CTEEG_Control_33,1.14e-6
5.7891,CTEEG_Control_34,1.1e-6
5.7891,CTEEG_Control_35,1.89e-6
5.7891,CTEEG_Control_36,2.29e-6
5.7891,CTEEG_Control_37,2.6e-6
5.7891,CTEEG_Control_38,1.91e-6
5.7891,CTEEG_Control_41,2.65e-6
5.7891,CTEEG_Control_42,1.18e-6
5.7891,CTEEG_Control_43,6.46e-7
5.7891,CTEEG_Control_46,1.29e-6
5.7891,CTEEG_Control_47,1.43e-6
5.7891,CTEEG_Control_48,1.11e-6
5.7891,CTEEG_Control_51,1.21e-6
5.7891,CTEEG_Control_52,9.55e-7
5.7891,CTEEG_Control_53,1.74e-6
5.7891,CTEEG_Control_54,8.09e-7
5.7891,CTEEG_Control_55,1.08e-6
5.7891,CTEEG_Control_56,8.32e-7
5.7891,CTEEG_Control_59,2.94e-6
5.7891,CTEEG_Control_61,1.25e-6
5.7891,CTEEG_Control_62,1.12e-6
5.7891,CTEEG_Control_65,7.01e-7
5.7969,CTEEG_Control_30,1.15e-6
5.7969,CTEEG_Control_31,1.02e-6
5.7969,CTEEG_Control_32,1.18e-6
5.7969,CTEEG_Control_33,1.14e-6
5.7969,CTEEG_Control_34,1.11e-6
5.7969,CTEEG_Control_35,1.88e-6
5.7969,CTEEG_Control_36,2.33e-6
5.7969,CTEEG_Control_37,2.61e-6
5.7969,CTEEG_Control_38,1.91e-6
5.7969,CTEEG_Control_41,2.7e-6
5.7969,CTEEG_Control_42,1.2e-6
5.7969,CTEEG_Control_43,6.33e-7
5.7969,CTEEG_Control_46,1.28e-6
5.7969,CTEEG_Control_47,1.44e-6
5.7969,CTEEG_Control_48,1.12e-6
5.7969,CTEEG_Control_51,1.21e-6
5.7969,CTEEG_Control_52,9.38e-7
5.7969,CTEEG_Control_53,1.74e-6
5.7969,CTEEG_Control_54,8.12e-7
5.7969,CTEEG_Control_55,1.07e-6
5.7969,CTEEG_Control_56,8.23e-7
5.7969,CTEEG_Control_59,2.96e-6
5.7969,CTEEG_Control_61,1.27e-6
5.7969,CTEEG_Control_62,1.13e-6
5.7969,CTEEG_Control_65,7.15e-7
5.8047,CTEEG_Control_30,1.15e-6
5.8047,CTEEG_Control_31,1.02e-6
5.8047,CTEEG_Control_32,1.18e-6
5.8047,CTEEG_Control_33,1.14e-6
5.8047,CTEEG_Control_34,1.12e-6
5.8047,CTEEG_Control_35,1.88e-6
5.8047,CTEEG_Control_36,2.36e-6
5.8047,CTEEG_Control_37,2.61e-6
5.8047,CTEEG_Control_38,1.9e-6
5.8047,CTEEG_Control_41,2.75e-6
5.8047,CTEEG_Control_42,1.21e-6
5.8047,CTEEG_Control_43,6.2e-7
5.8047,CTEEG_Control_46,1.27e-6
5.8047,CTEEG_Control_47,1.45e-6
5.8047,CTEEG_Control_48,1.13e-6
5.8047,CTEEG_Control_51,1.22e-6
5.8047,CTEEG_Control_52,9.23e-7
5.8047,CTEEG_Control_53,1.75e-6
5.8047,CTEEG_Control_54,8.16e-7
5.8047,CTEEG_Control_55,1.06e-6
5.8047,CTEEG_Control_56,8.14e-7
5.8047,CTEEG_Control_59,2.98e-6
5.8047,CTEEG_Control_61,1.3e-6
5.8047,CTEEG_Control_62,1.14e-6
5.8047,CTEEG_Control_65,7.28e-7
5.8125,CTEEG_Control_30,1.16e-6
5.8125,CTEEG_Control_31,1.02e-6
5.8125,CTEEG_Control_32,1.17e-6
5.8125,CTEEG_Control_33,1.13e-6
5.8125,CTEEG_Control_34,1.13e-6
5.8125,CTEEG_Control_35,1.87e-6
5.8125,CTEEG_Control_36,2.39e-6
5.8125,CTEEG_Control_37,2.62e-6
5.8125,CTEEG_Control_38,1.9e-6
5.8125,CTEEG_Control_41,2.79e-6
5.8125,CTEEG_Control_42,1.24e-6
5.8125,CTEEG_Control_43,6.1e-7
5.8125,CTEEG_Control_46,1.26e-6
5.8125,CTEEG_Control_47,1.46e-6
5.8125,CTEEG_Control_48,1.14e-6
5.8125,CTEEG_Control_51,1.22e-6
5.8125,CTEEG_Control_52,9.1e-7
5.8125,CTEEG_Control_53,1.74e-6
5.8125,CTEEG_Control_54,8.2e-7
5.8125,CTEEG_Control_55,1.05e-6
5.8125,CTEEG_Control_56,8.07e-7
5.8125,CTEEG_Control_59,3e-6
5.8125,CTEEG_Control_61,1.33e-6
5.8125,CTEEG_Control_62,1.14e-6
5.8125,CTEEG_Control_65,7.41e-7
5.8203,CTEEG_Control_30,1.17e-6
5.8203,CTEEG_Control_31,1.02e-6
5.8203,CTEEG_Control_32,1.16e-6
5.8203,CTEEG_Control_33,1.13e-6
5.8203,CTEEG_Control_34,1.14e-6
5.8203,CTEEG_Control_35,1.86e-6
5.8203,CTEEG_Control_36,2.42e-6
5.8203,CTEEG_Control_37,2.61e-6
5.8203,CTEEG_Control_38,1.89e-6
5.8203,CTEEG_Control_41,2.84e-6
5.8203,CTEEG_Control_42,1.26e-6
5.8203,CTEEG_Control_43,6.07e-7
5.8203,CTEEG_Control_46,1.25e-6
5.8203,CTEEG_Control_47,1.46e-6
5.8203,CTEEG_Control_48,1.14e-6
5.8203,CTEEG_Control_51,1.22e-6
5.8203,CTEEG_Control_52,8.98e-7
5.8203,CTEEG_Control_53,1.74e-6
5.8203,CTEEG_Control_54,8.25e-7
5.8203,CTEEG_Control_55,1.04e-6
5.8203,CTEEG_Control_56,7.99e-7
5.8203,CTEEG_Control_59,3.01e-6
5.8203,CTEEG_Control_61,1.36e-6
5.8203,CTEEG_Control_62,1.15e-6
5.8203,CTEEG_Control_65,7.54e-7
5.8281,CTEEG_Control_30,1.18e-6
5.8281,CTEEG_Control_31,1.02e-6
5.8281,CTEEG_Control_32,1.15e-6
5.8281,CTEEG_Control_33,1.12e-6
5.8281,CTEEG_Control_34,1.15e-6
5.8281,CTEEG_Control_35,1.85e-6
5.8281,CTEEG_Control_36,2.45e-6
5.8281,CTEEG_Control_37,2.61e-6
5.8281,CTEEG_Control_38,1.88e-6
5.8281,CTEEG_Control_41,2.88e-6
5.8281,CTEEG_Control_42,1.29e-6
5.8281,CTEEG_Control_43,6.05e-7
5.8281,CTEEG_Control_46,1.24e-6
5.8281,CTEEG_Control_47,1.46e-6
5.8281,CTEEG_Control_48,1.15e-6
5.8281,CTEEG_Control_51,1.21e-6
5.8281,CTEEG_Control_52,8.88e-7
5.8281,CTEEG_Control_53,1.74e-6
5.8281,CTEEG_Control_54,8.31e-7
5.8281,CTEEG_Control_55,1.03e-6
5.8281,CTEEG_Control_56,7.93e-7
5.8281,CTEEG_Control_59,3.02e-6
5.8281,CTEEG_Control_61,1.39e-6
5.8281,CTEEG_Control_62,1.15e-6
5.8281,CTEEG_Control_65,7.66e-7
5.8359,CTEEG_Control_30,1.19e-6
5.8359,CTEEG_Control_31,1.03e-6
5.8359,CTEEG_Control_32,1.14e-6
5.8359,CTEEG_Control_33,1.12e-6
5.8359,CTEEG_Control_34,1.15e-6
5.8359,CTEEG_Control_35,1.84e-6
5.8359,CTEEG_Control_36,2.48e-6
5.8359,CTEEG_Control_37,2.6e-6
5.8359,CTEEG_Control_38,1.87e-6
5.8359,CTEEG_Control_41,2.93e-6
5.8359,CTEEG_Control_42,1.32e-6
5.8359,CTEEG_Control_43,6.04e-7
5.8359,CTEEG_Control_46,1.23e-6
5.8359,CTEEG_Control_47,1.47e-6
5.8359,CTEEG_Control_48,1.16e-6
5.8359,CTEEG_Control_51,1.21e-6
5.8359,CTEEG_Control_52,8.82e-7
5.8359,CTEEG_Control_53,1.73e-6
5.8359,CTEEG_Control_54,8.37e-7
5.8359,CTEEG_Control_55,1.02e-6
5.8359,CTEEG_Control_56,7.87e-7
5.8359,CTEEG_Control_59,3.02e-6
5.8359,CTEEG_Control_61,1.42e-6
5.8359,CTEEG_Control_62,1.16e-6
5.8359,CTEEG_Control_65,7.78e-7
5.8438,CTEEG_Control_30,1.21e-6
5.8438,CTEEG_Control_31,1.03e-6
5.8438,CTEEG_Control_32,1.13e-6
5.8438,CTEEG_Control_33,1.12e-6
5.8438,CTEEG_Control_34,1.16e-6
5.8438,CTEEG_Control_35,1.82e-6
5.8438,CTEEG_Control_36,2.51e-6
5.8438,CTEEG_Control_37,2.59e-6
5.8438,CTEEG_Control_38,1.86e-6
5.8438,CTEEG_Control_41,2.97e-6
5.8438,CTEEG_Control_42,1.35e-6
5.8438,CTEEG_Control_43,6.04e-7
5.8438,CTEEG_Control_46,1.22e-6
5.8438,CTEEG_Control_47,1.47e-6
5.8438,CTEEG_Control_48,1.16e-6
5.8438,CTEEG_Control_51,1.21e-6
5.8438,CTEEG_Control_52,8.78e-7
5.8438,CTEEG_Control_53,1.72e-6
5.8438,CTEEG_Control_54,8.43e-7
5.8438,CTEEG_Control_55,1.01e-6
5.8438,CTEEG_Control_56,7.83e-7
5.8438,CTEEG_Control_59,3.03e-6
5.8438,CTEEG_Control_61,1.45e-6
5.8438,CTEEG_Control_62,1.16e-6
5.8438,CTEEG_Control_65,7.89e-7
5.8516,CTEEG_Control_30,1.22e-6
5.8516,CTEEG_Control_31,1.04e-6
5.8516,CTEEG_Control_32,1.11e-6
5.8516,CTEEG_Control_33,1.11e-6
5.8516,CTEEG_Control_34,1.17e-6
5.8516,CTEEG_Control_35,1.81e-6
5.8516,CTEEG_Control_36,2.53e-6
5.8516,CTEEG_Control_37,2.58e-6
5.8516,CTEEG_Control_38,1.85e-6
5.8516,CTEEG_Control_41,3.01e-6
5.8516,CTEEG_Control_42,1.39e-6
5.8516,CTEEG_Control_43,6.05e-7
5.8516,CTEEG_Control_46,1.21e-6
5.8516,CTEEG_Control_47,1.47e-6
5.8516,CTEEG_Control_48,1.17e-6
5.8516,CTEEG_Control_51,1.2e-6
5.8516,CTEEG_Control_52,8.77e-7
5.8516,CTEEG_Control_53,1.7e-6
5.8516,CTEEG_Control_54,8.5e-7
5.8516,CTEEG_Control_55,1e-6
5.8516,CTEEG_Control_56,7.79e-7
5.8516,CTEEG_Control_59,3.03e-6
5.8516,CTEEG_Control_61,1.47e-6
5.8516,CTEEG_Control_62,1.16e-6
5.8516,CTEEG_Control_65,8e-7
5.8594,CTEEG_Control_30,1.24e-6
5.8594,CTEEG_Control_31,1.05e-6
5.8594,CTEEG_Control_32,1.1e-6
5.8594,CTEEG_Control_33,1.11e-6
5.8594,CTEEG_Control_34,1.18e-6
5.8594,CTEEG_Control_35,1.79e-6
5.8594,CTEEG_Control_36,2.56e-6
5.8594,CTEEG_Control_37,2.57e-6
5.8594,CTEEG_Control_38,1.83e-6
5.8594,CTEEG_Control_41,3.05e-6
5.8594,CTEEG_Control_42,1.43e-6
5.8594,CTEEG_Control_43,6.08e-7
5.8594,CTEEG_Control_46,1.2e-6
5.8594,CTEEG_Control_47,1.47e-6
5.8594,CTEEG_Control_48,1.17e-6
5.8594,CTEEG_Control_51,1.19e-6
5.8594,CTEEG_Control_52,8.78e-7
5.8594,CTEEG_Control_53,1.69e-6
5.8594,CTEEG_Control_54,8.56e-7
5.8594,CTEEG_Control_55,9.88e-7
5.8594,CTEEG_Control_56,7.76e-7
5.8594,CTEEG_Control_59,3.02e-6
5.8594,CTEEG_Control_61,1.5e-6
5.8594,CTEEG_Control_62,1.16e-6
5.8594,CTEEG_Control_65,8.1e-7
5.8672,CTEEG_Control_30,1.26e-6
5.8672,CTEEG_Control_31,1.07e-6
5.8672,CTEEG_Control_32,1.09e-6
5.8672,CTEEG_Control_33,1.1e-6
5.8672,CTEEG_Control_34,1.19e-6
5.8672,CTEEG_Control_35,1.77e-6
5.8672,CTEEG_Control_36,2.59e-6
5.8672,CTEEG_Control_37,2.55e-6
5.8672,CTEEG_Control_38,1.82e-6
5.8672,CTEEG_Control_41,3.09e-6
5.8672,CTEEG_Control_42,1.46e-6
5.8672,CTEEG_Control_43,6.13e-7
5.8672,CTEEG_Control_46,1.19e-6
5.8672,CTEEG_Control_47,1.46e-6
5.8672,CTEEG_Control_48,1.17e-6
5.8672,CTEEG_Control_51,1.18e-6
5.8672,CTEEG_Control_52,8.84e-7
5.8672,CTEEG_Control_53,1.67e-6
5.8672,CTEEG_Control_54,8.62e-7
5.8672,CTEEG_Control_55,9.76e-7
5.8672,CTEEG_Control_56,7.74e-7
5.8672,CTEEG_Control_59,3.01e-6
5.8672,CTEEG_Control_61,1.53e-6
5.8672,CTEEG_Control_62,1.16e-6
5.8672,CTEEG_Control_65,8.2e-7
5.875,CTEEG_Control_30,1.28e-6
5.875,CTEEG_Control_31,1.09e-6
5.875,CTEEG_Control_32,1.08e-6
5.875,CTEEG_Control_33,1.1e-6
5.875,CTEEG_Control_34,1.2e-6
5.875,CTEEG_Control_35,1.75e-6
5.875,CTEEG_Control_36,2.62e-6
5.875,CTEEG_Control_37,2.54e-6
5.875,CTEEG_Control_38,1.8e-6
5.875,CTEEG_Control_41,3.13e-6
5.875,CTEEG_Control_42,1.51e-6
5.875,CTEEG_Control_43,6.18e-7
5.875,CTEEG_Control_46,1.18e-6
5.875,CTEEG_Control_47,1.46e-6
5.875,CTEEG_Control_48,1.17e-6
5.875,CTEEG_Control_51,1.18e-6
5.875,CTEEG_Control_52,8.91e-7
5.875,CTEEG_Control_53,1.66e-6
5.875,CTEEG_Control_54,8.7e-7
5.875,CTEEG_Control_55,9.63e-7
5.875,CTEEG_Control_56,7.7300000000000005e-07
5.875,CTEEG_Control_59,3e-6
5.875,CTEEG_Control_61,1.56e-6
5.875,CTEEG_Control_62,1.16e-6
5.875,CTEEG_Control_65,8.3e-7
5.8828,CTEEG_Control_30,1.3e-6
5.8828,CTEEG_Control_31,1.11e-6
5.8828,CTEEG_Control_32,1.06e-6
5.8828,CTEEG_Control_33,1.1e-6
5.8828,CTEEG_Control_34,1.22e-6
5.8828,CTEEG_Control_35,1.73e-6
5.8828,CTEEG_Control_36,2.65e-6
5.8828,CTEEG_Control_37,2.52e-6
5.8828,CTEEG_Control_38,1.79e-6
5.8828,CTEEG_Control_41,3.16e-6
5.8828,CTEEG_Control_42,1.55e-6
5.8828,CTEEG_Control_43,6.24e-7
5.8828,CTEEG_Control_46,1.17e-6
5.8828,CTEEG_Control_47,1.46e-6
5.8828,CTEEG_Control_48,1.17e-6
5.8828,CTEEG_Control_51,1.17e-6
5.8828,CTEEG_Control_52,9.02e-7
5.8828,CTEEG_Control_53,1.63e-6
5.8828,CTEEG_Control_54,8.77e-7
5.8828,CTEEG_Control_55,9.5e-7
5.8828,CTEEG_Control_56,7.7300000000000005e-07
5.8828,CTEEG_Control_59,2.99e-6
5.8828,CTEEG_Control_61,1.59e-6
5.8828,CTEEG_Control_62,1.15e-6
5.8828,CTEEG_Control_65,8.39e-7
5.8906,CTEEG_Control_30,1.32e-6
5.8906,CTEEG_Control_31,1.13e-6
5.8906,CTEEG_Control_32,1.05e-6
5.8906,CTEEG_Control_33,1.1e-6
5.8906,CTEEG_Control_34,1.23e-6
5.8906,CTEEG_Control_35,1.71e-6
5.8906,CTEEG_Control_36,2.67e-6
5.8906,CTEEG_Control_37,2.49e-6
5.8906,CTEEG_Control_38,1.77e-6
5.8906,CTEEG_Control_41,3.2e-6
5.8906,CTEEG_Control_42,1.59e-6
5.8906,CTEEG_Control_43,6.31e-7
5.8906,CTEEG_Control_46,1.16e-6
5.8906,CTEEG_Control_47,1.45e-6
5.8906,CTEEG_Control_48,1.17e-6
5.8906,CTEEG_Control_51,1.16e-6
5.8906,CTEEG_Control_52,9.14e-7
5.8906,CTEEG_Control_53,1.61e-6
5.8906,CTEEG_Control_54,8.85e-7
5.8906,CTEEG_Control_55,9.35e-7
5.8906,CTEEG_Control_56,7.74e-7
5.8906,CTEEG_Control_59,2.97e-6
5.8906,CTEEG_Control_61,1.62e-6
5.8906,CTEEG_Control_62,1.15e-6
5.8906,CTEEG_Control_65,8.48e-7
5.8984,CTEEG_Control_30,1.35e-6
5.8984,CTEEG_Control_31,1.15e-6
5.8984,CTEEG_Control_32,1.03e-6
5.8984,CTEEG_Control_33,1.11e-6
5.8984,CTEEG_Control_34,1.24e-6
5.8984,CTEEG_Control_35,1.68e-6
5.8984,CTEEG_Control_36,2.7e-6
5.8984,CTEEG_Control_37,2.47e-6
5.8984,CTEEG_Control_38,1.75e-6
5.8984,CTEEG_Control_41,3.23e-6
5.8984,CTEEG_Control_42,1.63e-6
5.8984,CTEEG_Control_43,6.39e-7
5.8984,CTEEG_Control_46,1.15e-6
5.8984,CTEEG_Control_47,1.44e-6
5.8984,CTEEG_Control_48,1.17e-6
5.8984,CTEEG_Control_51,1.15e-6
5.8984,CTEEG_Control_52,9.26e-7
5.8984,CTEEG_Control_53,1.59e-6
5.8984,CTEEG_Control_54,8.94e-7
5.8984,CTEEG_Control_55,9.2e-7
5.8984,CTEEG_Control_56,7.76e-7
5.8984,CTEEG_Control_59,2.95e-6
5.8984,CTEEG_Control_61,1.65e-6
5.8984,CTEEG_Control_62,1.14e-6
5.8984,CTEEG_Control_65,8.58e-7
5.9062,CTEEG_Control_30,1.37e-6
5.9062,CTEEG_Control_31,1.17e-6
5.9062,CTEEG_Control_32,1.02e-6
5.9062,CTEEG_Control_33,1.12e-6
5.9062,CTEEG_Control_34,1.26e-6
5.9062,CTEEG_Control_35,1.66e-6
5.9062,CTEEG_Control_36,2.73e-6
5.9062,CTEEG_Control_37,2.44e-6
5.9062,CTEEG_Control_38,1.73e-6
5.9062,CTEEG_Control_41,3.25e-6
5.9062,CTEEG_Control_42,1.67e-6
5.9062,CTEEG_Control_43,6.48e-7
5.9062,CTEEG_Control_46,1.15e-6
5.9062,CTEEG_Control_47,1.43e-6
5.9062,CTEEG_Control_48,1.17e-6
5.9062,CTEEG_Control_51,1.14e-6
5.9062,CTEEG_Control_52,9.39e-7
5.9062,CTEEG_Control_53,1.56e-6
5.9062,CTEEG_Control_54,9.03e-7
5.9062,CTEEG_Control_55,9.05e-7
5.9062,CTEEG_Control_56,7.8e-7
5.9062,CTEEG_Control_59,2.93e-6
5.9062,CTEEG_Control_61,1.68e-6
5.9062,CTEEG_Control_62,1.14e-6
5.9062,CTEEG_Control_65,8.66e-7
5.9141,CTEEG_Control_30,1.4e-6
5.9141,CTEEG_Control_31,1.2e-6
5.9141,CTEEG_Control_32,1.01e-6
5.9141,CTEEG_Control_33,1.13e-6
5.9141,CTEEG_Control_34,1.27e-6
5.9141,CTEEG_Control_35,1.63e-6
5.9141,CTEEG_Control_36,2.75e-6
5.9141,CTEEG_Control_37,2.41e-6
5.9141,CTEEG_Control_38,1.71e-6
5.9141,CTEEG_Control_41,3.28e-6
5.9141,CTEEG_Control_42,1.71e-6
5.9141,CTEEG_Control_43,6.58e-7
5.9141,CTEEG_Control_46,1.14e-6
5.9141,CTEEG_Control_47,1.42e-6
5.9141,CTEEG_Control_48,1.17e-6
5.9141,CTEEG_Control_51,1.14e-6
5.9141,CTEEG_Control_52,9.53e-7
5.9141,CTEEG_Control_53,1.53e-6
5.9141,CTEEG_Control_54,9.12e-7
5.9141,CTEEG_Control_55,8.89e-7
5.9141,CTEEG_Control_56,7.85e-7
5.9141,CTEEG_Control_59,2.9e-6
5.9141,CTEEG_Control_61,1.7e-6
5.9141,CTEEG_Control_62,1.13e-6
5.9141,CTEEG_Control_65,8.75e-7
5.9219,CTEEG_Control_30,1.43e-6
5.9219,CTEEG_Control_31,1.22e-6
5.9219,CTEEG_Control_32,1e-6
5.9219,CTEEG_Control_33,1.14e-6
5.9219,CTEEG_Control_34,1.29e-6
5.9219,CTEEG_Control_35,1.61e-6
5.9219,CTEEG_Control_36,2.77e-6
5.9219,CTEEG_Control_37,2.39e-6
5.9219,CTEEG_Control_38,1.69e-6
5.9219,CTEEG_Control_41,3.3e-6
5.9219,CTEEG_Control_42,1.75e-6
5.9219,CTEEG_Control_43,6.69e-7
5.9219,CTEEG_Control_46,1.13e-6
5.9219,CTEEG_Control_47,1.41e-6
5.9219,CTEEG_Control_48,1.17e-6
5.9219,CTEEG_Control_51,1.14e-6
5.9219,CTEEG_Control_52,9.69e-7
5.9219,CTEEG_Control_53,1.5e-6
5.9219,CTEEG_Control_54,9.21e-7
5.9219,CTEEG_Control_55,8.73e-7
5.9219,CTEEG_Control_56,7.91e-7
5.9219,CTEEG_Control_59,2.87e-6
5.9219,CTEEG_Control_61,1.73e-6
5.9219,CTEEG_Control_62,1.12e-6
5.9219,CTEEG_Control_65,8.82e-7
5.9297,CTEEG_Control_30,1.46e-6
5.9297,CTEEG_Control_31,1.24e-6
5.9297,CTEEG_Control_32,9.96e-7
5.9297,CTEEG_Control_33,1.15e-6
5.9297,CTEEG_Control_34,1.31e-6
5.9297,CTEEG_Control_35,1.58e-6
5.9297,CTEEG_Control_36,2.8e-6
5.9297,CTEEG_Control_37,2.36e-6
5.9297,CTEEG_Control_38,1.67e-6
5.9297,CTEEG_Control_41,3.32e-6
5.9297,CTEEG_Control_42,1.79e-6
5.9297,CTEEG_Control_43,6.81e-7
5.9297,CTEEG_Control_46,1.13e-6
5.9297,CTEEG_Control_47,1.4e-6
5.9297,CTEEG_Control_48,1.16e-6
5.9297,CTEEG_Control_51,1.13e-6
5.9297,CTEEG_Control_52,9.84e-7
5.9297,CTEEG_Control_53,1.47e-6
5.9297,CTEEG_Control_54,9.29e-7
5.9297,CTEEG_Control_55,8.57e-7
5.9297,CTEEG_Control_56,8e-7
5.9297,CTEEG_Control_59,2.84e-6
5.9297,CTEEG_Control_61,1.76e-6
5.9297,CTEEG_Control_62,1.11e-6
5.9297,CTEEG_Control_65,8.9e-7
5.9375,CTEEG_Control_30,1.49e-6
5.9375,CTEEG_Control_31,1.26e-6
5.9375,CTEEG_Control_32,9.91e-7
5.9375,CTEEG_Control_33,1.16e-6
5.9375,CTEEG_Control_34,1.34e-6
5.9375,CTEEG_Control_35,1.55e-6
5.9375,CTEEG_Control_36,2.82e-6
5.9375,CTEEG_Control_37,2.33e-6
5.9375,CTEEG_Control_38,1.65e-6
5.9375,CTEEG_Control_41,3.34e-6
5.9375,CTEEG_Control_42,1.82e-6
5.9375,CTEEG_Control_43,6.94e-7
5.9375,CTEEG_Control_46,1.12e-6
5.9375,CTEEG_Control_47,1.38e-6
5.9375,CTEEG_Control_48,1.16e-6
5.9375,CTEEG_Control_51,1.13e-6
5.9375,CTEEG_Control_52,1e-6
5.9375,CTEEG_Control_53,1.44e-6
5.9375,CTEEG_Control_54,9.37e-7
5.9375,CTEEG_Control_55,8.41e-7
5.9375,CTEEG_Control_56,8.11e-7
5.9375,CTEEG_Control_59,2.81e-6
5.9375,CTEEG_Control_61,1.78e-6
5.9375,CTEEG_Control_62,1.11e-6
5.9375,CTEEG_Control_65,8.97e-7
5.9453,CTEEG_Control_30,1.52e-6
5.9453,CTEEG_Control_31,1.28e-6
5.9453,CTEEG_Control_32,9.89e-7
5.9453,CTEEG_Control_33,1.17e-6
5.9453,CTEEG_Control_34,1.37e-6
5.9453,CTEEG_Control_35,1.52e-6
5.9453,CTEEG_Control_36,2.84e-6
5.9453,CTEEG_Control_37,2.3e-6
5.9453,CTEEG_Control_38,1.62e-6
5.9453,CTEEG_Control_41,3.35e-6
5.9453,CTEEG_Control_42,1.86e-6
5.9453,CTEEG_Control_43,7.09e-7
5.9453,CTEEG_Control_46,1.11e-6
5.9453,CTEEG_Control_47,1.37e-6
5.9453,CTEEG_Control_48,1.15e-6
5.9453,CTEEG_Control_51,1.12e-6
5.9453,CTEEG_Control_52,1.02e-6
5.9453,CTEEG_Control_53,1.41e-6
5.9453,CTEEG_Control_54,9.46e-7
5.9453,CTEEG_Control_55,8.24e-7
5.9453,CTEEG_Control_56,8.25e-7
5.9453,CTEEG_Control_59,2.77e-6
5.9453,CTEEG_Control_61,1.81e-6
5.9453,CTEEG_Control_62,1.1e-6
5.9453,CTEEG_Control_65,9.03e-7
5.9531,CTEEG_Control_30,1.55e-6
5.9531,CTEEG_Control_31,1.3e-6
5.9531,CTEEG_Control_32,9.88e-7
5.9531,CTEEG_Control_33,1.19e-6
5.9531,CTEEG_Control_34,1.4e-6
5.9531,CTEEG_Control_35,1.49e-6
5.9531,CTEEG_Control_36,2.86e-6
5.9531,CTEEG_Control_37,2.27e-6
