Time,Subject,Midline
1.0312,CTEEG_Control_41,1.2e-6
1.0312,CTEEG_Control_42,1.85e-6
1.0312,CTEEG_Control_43,7.96e-7
1.0312,CTEEG_Control_46,2.21e-6
1.0312,CTEEG_Control_47,6.65e-7
1.0312,CTEEG_Control_48,1.06e-6
1.0312,CTEEG_Control_51,1.33e-6
1.0312,CTEEG_Control_52,1.78e-6
1.0312,CTEEG_Control_53,1.21e-6
1.0312,CTEEG_Control_54,5.8e-7
1.0312,CTEEG_Control_55,6.67e-7
1.0312,CTEEG_Control_56,9.58e-7
1.0312,CTEEG_Control_59,1.37e-6
1.0312,CTEEG_Control_61,1.21e-6
1.0312,CTEEG_Control_62,6.2e-7
1.0312,CTEEG_Control_65,8.75e-7
1.0391,CTEEG_Control_30,1.18e-6
1.0391,CTEEG_Control_31,9.86e-7
1.0391,CTEEG_Control_32,1.12e-6
1.0391,CTEEG_Control_33,1.9e-6
1.0391,CTEEG_Control_34,1.96e-6
1.0391,CTEEG_Control_35,2.19e-6
1.0391,CTEEG_Control_36,1.84e-6
1.0391,CTEEG_Control_37,1.16e-6
1.0391,CTEEG_Control_38,1.97e-6
1.0391,CTEEG_Control_41,1.21e-6
1.0391,CTEEG_Control_42,1.86e-6
1.0391,CTEEG_Control_43,7.9e-7
1.0391,CTEEG_Control_46,2.2e-6
1.0391,CTEEG_Control_47,6.68e-7
1.0391,CTEEG_Control_48,1.05e-6
1.0391,CTEEG_Control_51,1.34e-6
1.0391,CTEEG_Control_52,1.8e-6
1.0391,CTEEG_Control_53,1.19e-6
1.0391,CTEEG_Control_54,5.86e-7
1.0391,CTEEG_Control_55,6.61e-7
1.0391,CTEEG_Control_56,9.49e-7
1.0391,CTEEG_Control_59,1.39e-6
1.0391,CTEEG_Control_61,1.23e-6
1.0391,CTEEG_Control_62,6.19e-7
1.0391,CTEEG_Control_65,8.85e-7
1.0469,CTEEG_Control_30,1.16e-6
1.0469,CTEEG_Control_31,9.96e-7
1.0469,CTEEG_Control_32,1.11e-6
1.0469,CTEEG_Control_33,1.9e-6
1.0469,CTEEG_Control_34,1.96e-6
1.0469,CTEEG_Control_35,2.22e-6
1.0469,CTEEG_Control_36,1.85e-6
1.0469,CTEEG_Control_37,1.16e-6
1.0469,CTEEG_Control_38,1.97e-6
1.0469,CTEEG_Control_41,1.22e-6
1.0469,CTEEG_Control_42,1.88e-6
1.0469,CTEEG_Control_43,7.85e-7
1.0469,CTEEG_Control_46,2.18e-6
1.0469,CTEEG_Control_47,6.7e-7
1.0469,CTEEG_Control_48,1.04e-6
1.0469,CTEEG_Control_51,1.34e-6
1.0469,CTEEG_Control_52,1.81e-6
1.0469,CTEEG_Control_53,1.18e-6
1.0469,CTEEG_Control_54,5.92e-7
1.0469,CTEEG_Control_55,6.55e-7
1.0469,CTEEG_Control_56,9.41e-7
1.0469,CTEEG_Control_59,1.41e-6
1.0469,CTEEG_Control_61,1.25e-6
1.0469,CTEEG_Control_62,6.19e-7
1.0469,CTEEG_Control_65,8.96e-7
1.0547,CTEEG_Control_30,1.14e-6
1.0547,CTEEG_Control_31,1.01e-6
1.0547,CTEEG_Control_32,1.1e-6
1.0547,CTEEG_Control_33,1.9e-6
1.0547,CTEEG_Control_34,1.95e-6
1.0547,CTEEG_Control_35,2.25e-6
1.0547,CTEEG_Control_36,1.86e-6
1.0547,CTEEG_Control_37,1.16e-6
1.0547,CTEEG_Control_38,1.97e-6
1.0547,CTEEG_Control_41,1.23e-6
1.0547,CTEEG_Control_42,1.89e-6
1.0547,CTEEG_Control_43,7.79e-7
1.0547,CTEEG_Control_46,2.16e-6
1.0547,CTEEG_Control_47,6.73e-7
1.0547,CTEEG_Control_48,1.03e-6
1.0547,CTEEG_Control_51,1.35e-6
1.0547,CTEEG_Control_52,1.83e-6
1.0547,CTEEG_Control_53,1.16e-6
1.0547,CTEEG_Control_54,5.98e-7
1.0547,CTEEG_Control_55,6.49e-7
1.0547,CTEEG_Control_56,9.33e-7
1.0547,CTEEG_Control_59,1.42e-6
1.0547,CTEEG_Control_61,1.28e-6
1.0547,CTEEG_Control_62,6.18e-7
1.0547,CTEEG_Control_65,9.06e-7
1.0625,CTEEG_Control_30,1.13e-6
1.0625,CTEEG_Control_31,1.02e-6
1.0625,CTEEG_Control_32,1.09e-6
1.0625,CTEEG_Control_33,1.89e-6
1.0625,CTEEG_Control_34,1.95e-6
1.0625,CTEEG_Control_35,2.27e-6
1.0625,CTEEG_Control_36,1.87e-6
1.0625,CTEEG_Control_37,1.15e-6
1.0625,CTEEG_Control_38,1.96e-6
1.0625,CTEEG_Control_41,1.25e-6
1.0625,CTEEG_Control_42,1.9e-6
1.0625,CTEEG_Control_43,7.7300000000000005e-07
1.0625,CTEEG_Control_46,2.14e-6
1.0625,CTEEG_Control_47,6.75e-7
1.0625,CTEEG_Control_48,1.02e-6
1.0625,CTEEG_Control_51,1.36e-6
1.0625,CTEEG_Control_52,1.85e-6
1.0625,CTEEG_Control_53,1.15e-6
1.0625,CTEEG_Control_54,6.03e-7
1.0625,CTEEG_Control_55,6.43e-7
1.0625,CTEEG_Control_56,9.25e-7
1.0625,CTEEG_Control_59,1.44e-6
1.0625,CTEEG_Control_61,1.32e-6
1.0625,CTEEG_Control_62,6.17e-7
1.0625,CTEEG_Control_65,9.16e-7
1.0703,CTEEG_Control_30,1.11e-6
1.0703,CTEEG_Control_31,1.03e-6
1.0703,CTEEG_Control_32,1.09e-6
1.0703,CTEEG_Control_33,1.89e-6
1.0703,CTEEG_Control_34,1.94e-6
1.0703,CTEEG_Control_35,2.3e-6
1.0703,CTEEG_Control_36,1.88e-6
1.0703,CTEEG_Control_37,1.15e-6
1.0703,CTEEG_Control_38,1.96e-6
1.0703,CTEEG_Control_41,1.28e-6
1.0703,CTEEG_Control_42,1.9e-6
1.0703,CTEEG_Control_43,7.66e-7
1.0703,CTEEG_Control_46,2.12e-6
1.0703,CTEEG_Control_47,6.77e-7
1.0703,CTEEG_Control_48,1e-6
1.0703,CTEEG_Control_51,1.38e-6
1.0703,CTEEG_Control_52,1.86e-6
1.0703,CTEEG_Control_53,1.13e-6
1.0703,CTEEG_Control_54,6.07e-7
1.0703,CTEEG_Control_55,6.37e-7
1.0703,CTEEG_Control_56,9.19e-7
1.0703,CTEEG_Control_59,1.45e-6
1.0703,CTEEG_Control_61,1.35e-6
1.0703,CTEEG_Control_62,6.16e-7
1.0703,CTEEG_Control_65,9.26e-7
1.0781,CTEEG_Control_30,1.1e-6
1.0781,CTEEG_Control_31,1.04e-6
1.0781,CTEEG_Control_32,1.08e-6
1.0781,CTEEG_Control_33,1.88e-6
1.0781,CTEEG_Control_34,1.94e-6
1.0781,CTEEG_Control_35,2.33e-6
1.0781,CTEEG_Control_36,1.9e-6
1.0781,CTEEG_Control_37,1.15e-6
1.0781,CTEEG_Control_38,1.96e-6
1.0781,CTEEG_Control_41,1.3e-6
1.0781,CTEEG_Control_42,1.91e-6
1.0781,CTEEG_Control_43,7.6e-7
1.0781,CTEEG_Control_46,2.1e-6
1.0781,CTEEG_Control_47,6.79e-7
1.0781,CTEEG_Control_48,9.92e-7
1.0781,CTEEG_Control_51,1.4e-6
1.0781,CTEEG_Control_52,1.88e-6
1.0781,CTEEG_Control_53,1.11e-6
1.0781,CTEEG_Control_54,6.11e-7
1.0781,CTEEG_Control_55,6.3e-7
1.0781,CTEEG_Control_56,9.17e-7
1.0781,CTEEG_Control_59,1.47e-6
1.0781,CTEEG_Control_61,1.39e-6
1.0781,CTEEG_Control_62,6.15e-7
1.0781,CTEEG_Control_65,9.37e-7
1.0859,CTEEG_Control_30,1.09e-6
1.0859,CTEEG_Control_31,1.06e-6
1.0859,CTEEG_Control_32,1.07e-6
1.0859,CTEEG_Control_33,1.87e-6
1.0859,CTEEG_Control_34,1.93e-6
1.0859,CTEEG_Control_35,2.35e-6
1.0859,CTEEG_Control_36,1.91e-6
1.0859,CTEEG_Control_37,1.15e-6
1.0859,CTEEG_Control_38,1.96e-6
1.0859,CTEEG_Control_41,1.33e-6
1.0859,CTEEG_Control_42,1.91e-6
1.0859,CTEEG_Control_43,7.53e-7
1.0859,CTEEG_Control_46,2.08e-6
1.0859,CTEEG_Control_47,6.8e-7
1.0859,CTEEG_Control_48,9.79e-7
1.0859,CTEEG_Control_51,1.41e-6
1.0859,CTEEG_Control_52,1.9e-6
1.0859,CTEEG_Control_53,1.09e-6
1.0859,CTEEG_Control_54,6.15e-7
1.0859,CTEEG_Control_55,6.24e-7
1.0859,CTEEG_Control_56,9.17e-7
1.0859,CTEEG_Control_59,1.48e-6
1.0859,CTEEG_Control_61,1.44e-6
1.0859,CTEEG_Control_62,6.15e-7
1.0859,CTEEG_Control_65,9.49e-7
1.0938,CTEEG_Control_30,1.09e-6
1.0938,CTEEG_Control_31,1.07e-6
1.0938,CTEEG_Control_32,1.07e-6
1.0938,CTEEG_Control_33,1.86e-6
1.0938,CTEEG_Control_34,1.92e-6
1.0938,CTEEG_Control_35,2.38e-6
1.0938,CTEEG_Control_36,1.93e-6
1.0938,CTEEG_Control_37,1.15e-6
1.0938,CTEEG_Control_38,1.95e-6
1.0938,CTEEG_Control_41,1.37e-6
1.0938,CTEEG_Control_42,1.91e-6
1.0938,CTEEG_Control_43,7.47e-7
1.0938,CTEEG_Control_46,2.05e-6
1.0938,CTEEG_Control_47,6.82e-7
1.0938,CTEEG_Control_48,9.65e-7
1.0938,CTEEG_Control_51,1.43e-6
1.0938,CTEEG_Control_52,1.91e-6
1.0938,CTEEG_Control_53,1.08e-6
1.0938,CTEEG_Control_54,6.18e-7
1.0938,CTEEG_Control_55,6.19e-7
1.0938,CTEEG_Control_56,9.17e-7
1.0938,CTEEG_Control_59,1.49e-6
1.0938,CTEEG_Control_61,1.48e-6
1.0938,CTEEG_Control_62,6.14e-7
1.0938,CTEEG_Control_65,9.59e-7
1.1016,CTEEG_Control_30,1.09e-6
1.1016,CTEEG_Control_31,1.08e-6
1.1016,CTEEG_Control_32,1.06e-6
1.1016,CTEEG_Control_33,1.85e-6
1.1016,CTEEG_Control_34,1.91e-6
1.1016,CTEEG_Control_35,2.4e-6
1.1016,CTEEG_Control_36,1.94e-6
1.1016,CTEEG_Control_37,1.15e-6
1.1016,CTEEG_Control_38,1.95e-6
1.1016,CTEEG_Control_41,1.4e-6
1.1016,CTEEG_Control_42,1.91e-6
1.1016,CTEEG_Control_43,7.41e-7
1.1016,CTEEG_Control_46,2.03e-6
1.1016,CTEEG_Control_47,6.83e-7
1.1016,CTEEG_Control_48,9.52e-7
1.1016,CTEEG_Control_51,1.45e-6
1.1016,CTEEG_Control_52,1.93e-6
1.1016,CTEEG_Control_53,1.06e-6
1.1016,CTEEG_Control_54,6.21e-7
1.1016,CTEEG_Control_55,6.13e-7
1.1016,CTEEG_Control_56,9.18e-7
1.1016,CTEEG_Control_59,1.5e-6
1.1016,CTEEG_Control_61,1.53e-6
1.1016,CTEEG_Control_62,6.13e-7
1.1016,CTEEG_Control_65,9.7e-7
1.1094,CTEEG_Control_30,1.09e-6
1.1094,CTEEG_Control_31,1.09e-6
1.1094,CTEEG_Control_32,1.06e-6
1.1094,CTEEG_Control_33,1.83e-6
1.1094,CTEEG_Control_34,1.9e-6
1.1094,CTEEG_Control_35,2.42e-6
1.1094,CTEEG_Control_36,1.96e-6
1.1094,CTEEG_Control_37,1.14e-6
1.1094,CTEEG_Control_38,1.94e-6
1.1094,CTEEG_Control_41,1.44e-6
1.1094,CTEEG_Control_42,1.9e-6
1.1094,CTEEG_Control_43,7.36e-7
1.1094,CTEEG_Control_46,2e-6
1.1094,CTEEG_Control_47,6.84e-7
1.1094,CTEEG_Control_48,9.38e-7
1.1094,CTEEG_Control_51,1.47e-6
1.1094,CTEEG_Control_52,1.95e-6
1.1094,CTEEG_Control_53,1.04e-6
1.1094,CTEEG_Control_54,6.23e-7
1.1094,CTEEG_Control_55,6.08e-7
1.1094,CTEEG_Control_56,9.19e-7
1.1094,CTEEG_Control_59,1.52e-6
1.1094,CTEEG_Control_61,1.58e-6
1.1094,CTEEG_Control_62,6.12e-7
1.1094,CTEEG_Control_65,9.79e-7
1.1172,CTEEG_Control_30,1.1e-6
1.1172,CTEEG_Control_31,1.1e-6
1.1172,CTEEG_Control_32,1.06e-6
1.1172,CTEEG_Control_33,1.82e-6
1.1172,CTEEG_Control_34,1.89e-6
1.1172,CTEEG_Control_35,2.44e-6
1.1172,CTEEG_Control_36,1.97e-6
1.1172,CTEEG_Control_37,1.14e-6
1.1172,CTEEG_Control_38,1.94e-6
1.1172,CTEEG_Control_41,1.47e-6
1.1172,CTEEG_Control_42,1.9e-6
1.1172,CTEEG_Control_43,7.31e-7
1.1172,CTEEG_Control_46,1.98e-6
1.1172,CTEEG_Control_47,6.85e-7
1.1172,CTEEG_Control_48,9.24e-7
1.1172,CTEEG_Control_51,1.5e-6
1.1172,CTEEG_Control_52,1.97e-6
1.1172,CTEEG_Control_53,1.02e-6
1.1172,CTEEG_Control_54,6.24e-7
1.1172,CTEEG_Control_55,6.05e-7
1.1172,CTEEG_Control_56,9.19e-7
1.1172,CTEEG_Control_59,1.53e-6
1.1172,CTEEG_Control_61,1.63e-6
1.1172,CTEEG_Control_62,6.11e-7
1.1172,CTEEG_Control_65,9.89e-7
1.125,CTEEG_Control_30,1.11e-6
1.125,CTEEG_Control_31,1.12e-6
1.125,CTEEG_Control_32,1.05e-6
1.125,CTEEG_Control_33,1.8e-6
1.125,CTEEG_Control_34,1.88e-6
1.125,CTEEG_Control_35,2.46e-6
1.125,CTEEG_Control_36,1.99e-6
1.125,CTEEG_Control_37,1.14e-6
1.125,CTEEG_Control_38,1.93e-6
1.125,CTEEG_Control_41,1.51e-6
1.125,CTEEG_Control_42,1.88e-6
1.125,CTEEG_Control_43,7.28e-7
1.125,CTEEG_Control_46,1.95e-6
1.125,CTEEG_Control_47,6.86e-7
1.125,CTEEG_Control_48,9.11e-7
1.125,CTEEG_Control_51,1.52e-6
1.125,CTEEG_Control_52,1.99e-6
1.125,CTEEG_Control_53,1e-6
1.125,CTEEG_Control_54,6.24e-7
1.125,CTEEG_Control_55,6.01e-7
1.125,CTEEG_Control_56,9.19e-7
1.125,CTEEG_Control_59,1.54e-6
1.125,CTEEG_Control_61,1.68e-6
1.125,CTEEG_Control_62,6.1e-7
1.125,CTEEG_Control_65,9.98e-7
1.1328,CTEEG_Control_30,1.13e-6
1.1328,CTEEG_Control_31,1.13e-6
1.1328,CTEEG_Control_32,1.05e-6
1.1328,CTEEG_Control_33,1.79e-6
1.1328,CTEEG_Control_34,1.86e-6
1.1328,CTEEG_Control_35,2.48e-6
1.1328,CTEEG_Control_36,2.01e-6
1.1328,CTEEG_Control_37,1.14e-6
1.1328,CTEEG_Control_38,1.93e-6
1.1328,CTEEG_Control_41,1.55e-6
1.1328,CTEEG_Control_42,1.87e-6
1.1328,CTEEG_Control_43,7.27e-7
1.1328,CTEEG_Control_46,1.92e-6
1.1328,CTEEG_Control_47,6.88e-7
1.1328,CTEEG_Control_48,8.99e-7
1.1328,CTEEG_Control_51,1.53e-6
1.1328,CTEEG_Control_52,2e-6
1.1328,CTEEG_Control_53,9.84e-7
1.1328,CTEEG_Control_54,6.25e-7
1.1328,CTEEG_Control_55,5.98e-7
1.1328,CTEEG_Control_56,9.19e-7
1.1328,CTEEG_Control_59,1.55e-6
1.1328,CTEEG_Control_61,1.73e-6
1.1328,CTEEG_Control_62,6.1e-7
1.1328,CTEEG_Control_65,1.01e-6
1.1406,CTEEG_Control_30,1.16e-6
1.1406,CTEEG_Control_31,1.14e-6
1.1406,CTEEG_Control_32,1.05e-6
1.1406,CTEEG_Control_33,1.77e-6
1.1406,CTEEG_Control_34,1.85e-6
1.1406,CTEEG_Control_35,2.49e-6
1.1406,CTEEG_Control_36,2.02e-6
1.1406,CTEEG_Control_37,1.14e-6
1.1406,CTEEG_Control_38,1.92e-6
1.1406,CTEEG_Control_41,1.59e-6
1.1406,CTEEG_Control_42,1.85e-6
1.1406,CTEEG_Control_43,7.27e-7
1.1406,CTEEG_Control_46,1.89e-6
1.1406,CTEEG_Control_47,6.89e-7
1.1406,CTEEG_Control_48,8.87e-7
1.1406,CTEEG_Control_51,1.55e-6
1.1406,CTEEG_Control_52,2.02e-6
1.1406,CTEEG_Control_53,9.66e-7
1.1406,CTEEG_Control_54,6.24e-7
1.1406,CTEEG_Control_55,5.95e-7
1.1406,CTEEG_Control_56,9.19e-7
1.1406,CTEEG_Control_59,1.55e-6
1.1406,CTEEG_Control_61,1.78e-6
1.1406,CTEEG_Control_62,6.1e-7
1.1406,CTEEG_Control_65,1.02e-6
1.1484,CTEEG_Control_30,1.18e-6
1.1484,CTEEG_Control_31,1.15e-6
1.1484,CTEEG_Control_32,1.05e-6
1.1484,CTEEG_Control_33,1.75e-6
1.1484,CTEEG_Control_34,1.83e-6
1.1484,CTEEG_Control_35,2.5e-6
1.1484,CTEEG_Control_36,2.04e-6
1.1484,CTEEG_Control_37,1.15e-6
1.1484,CTEEG_Control_38,1.91e-6
1.1484,CTEEG_Control_41,1.64e-6
1.1484,CTEEG_Control_42,1.84e-6
1.1484,CTEEG_Control_43,7.31e-7
1.1484,CTEEG_Control_46,1.87e-6
1.1484,CTEEG_Control_47,6.91e-7
1.1484,CTEEG_Control_48,8.75e-7
1.1484,CTEEG_Control_51,1.57e-6
1.1484,CTEEG_Control_52,2.04e-6
1.1484,CTEEG_Control_53,9.5e-7
1.1484,CTEEG_Control_54,6.23e-7
1.1484,CTEEG_Control_55,5.92e-7
1.1484,CTEEG_Control_56,9.18e-7
1.1484,CTEEG_Control_59,1.56e-6
1.1484,CTEEG_Control_61,1.84e-6
1.1484,CTEEG_Control_62,6.11e-7
1.1484,CTEEG_Control_65,1.02e-6
1.1562,CTEEG_Control_30,1.22e-6
1.1562,CTEEG_Control_31,1.17e-6
1.1562,CTEEG_Control_32,1.05e-6
1.1562,CTEEG_Control_33,1.73e-6
1.1562,CTEEG_Control_34,1.81e-6
1.1562,CTEEG_Control_35,2.51e-6
1.1562,CTEEG_Control_36,2.05e-6
1.1562,CTEEG_Control_37,1.15e-6
1.1562,CTEEG_Control_38,1.9e-6
1.1562,CTEEG_Control_41,1.68e-6
1.1562,CTEEG_Control_42,1.82e-6
1.1562,CTEEG_Control_43,7.37e-7
1.1562,CTEEG_Control_46,1.84e-6
1.1562,CTEEG_Control_47,6.94e-7
1.1562,CTEEG_Control_48,8.63e-7
1.1562,CTEEG_Control_51,1.58e-6
1.1562,CTEEG_Control_52,2.06e-6
1.1562,CTEEG_Control_53,9.34e-7
1.1562,CTEEG_Control_54,6.21e-7
1.1562,CTEEG_Control_55,5.89e-7
1.1562,CTEEG_Control_56,9.17e-7
1.1562,CTEEG_Control_59,1.57e-6
1.1562,CTEEG_Control_61,1.89e-6
1.1562,CTEEG_Control_62,6.11e-7
1.1562,CTEEG_Control_65,1.03e-6
1.1641,CTEEG_Control_30,1.26e-6
1.1641,CTEEG_Control_31,1.18e-6
1.1641,CTEEG_Control_32,1.06e-6
1.1641,CTEEG_Control_33,1.71e-6
1.1641,CTEEG_Control_34,1.8e-6
1.1641,CTEEG_Control_35,2.52e-6
1.1641,CTEEG_Control_36,2.07e-6
1.1641,CTEEG_Control_37,1.15e-6
1.1641,CTEEG_Control_38,1.89e-6
1.1641,CTEEG_Control_41,1.73e-6
1.1641,CTEEG_Control_42,1.79e-6
1.1641,CTEEG_Control_43,7.44e-7
1.1641,CTEEG_Control_46,1.81e-6
1.1641,CTEEG_Control_47,6.96e-7
1.1641,CTEEG_Control_48,8.51e-7
1.1641,CTEEG_Control_51,1.6e-6
1.1641,CTEEG_Control_52,2.07e-6
1.1641,CTEEG_Control_53,9.2e-7
1.1641,CTEEG_Control_54,6.19e-7
1.1641,CTEEG_Control_55,5.87e-7
1.1641,CTEEG_Control_56,9.16e-7
1.1641,CTEEG_Control_59,1.57e-6
1.1641,CTEEG_Control_61,1.95e-6
1.1641,CTEEG_Control_62,6.12e-7
1.1641,CTEEG_Control_65,1.04e-6
1.1719,CTEEG_Control_30,1.3e-6
1.1719,CTEEG_Control_31,1.19e-6
1.1719,CTEEG_Control_32,1.06e-6
1.1719,CTEEG_Control_33,1.68e-6
1.1719,CTEEG_Control_34,1.78e-6
1.1719,CTEEG_Control_35,2.52e-6
1.1719,CTEEG_Control_36,2.09e-6
1.1719,CTEEG_Control_37,1.16e-6
1.1719,CTEEG_Control_38,1.88e-6
1.1719,CTEEG_Control_41,1.78e-6
1.1719,CTEEG_Control_42,1.77e-6
1.1719,CTEEG_Control_43,7.53e-7
1.1719,CTEEG_Control_46,1.79e-6
1.1719,CTEEG_Control_47,6.99e-7
1.1719,CTEEG_Control_48,8.38e-7
1.1719,CTEEG_Control_51,1.61e-6
1.1719,CTEEG_Control_52,2.09e-6
1.1719,CTEEG_Control_53,9.06e-7
1.1719,CTEEG_Control_54,6.16e-7
1.1719,CTEEG_Control_55,5.84e-7
1.1719,CTEEG_Control_56,9.15e-7
1.1719,CTEEG_Control_59,1.58e-6
1.1719,CTEEG_Control_61,2e-6
1.1719,CTEEG_Control_62,6.13e-7
1.1719,CTEEG_Control_65,1.04e-6
1.1797,CTEEG_Control_30,1.34e-6
1.1797,CTEEG_Control_31,1.2e-6
1.1797,CTEEG_Control_32,1.07e-6
1.1797,CTEEG_Control_33,1.66e-6
1.1797,CTEEG_Control_34,1.76e-6
1.1797,CTEEG_Control_35,2.53e-6
1.1797,CTEEG_Control_36,2.11e-6
1.1797,CTEEG_Control_37,1.16e-6
1.1797,CTEEG_Control_38,1.87e-6
1.1797,CTEEG_Control_41,1.82e-6
1.1797,CTEEG_Control_42,1.75e-6
1.1797,CTEEG_Control_43,7.64e-7
1.1797,CTEEG_Control_46,1.76e-6
1.1797,CTEEG_Control_47,7.02e-7
1.1797,CTEEG_Control_48,8.26e-7
1.1797,CTEEG_Control_51,1.62e-6
1.1797,CTEEG_Control_52,2.1e-6
1.1797,CTEEG_Control_53,8.93e-7
1.1797,CTEEG_Control_54,6.13e-7
1.1797,CTEEG_Control_55,5.81e-7
1.1797,CTEEG_Control_56,9.14e-7
1.1797,CTEEG_Control_59,1.58e-6
1.1797,CTEEG_Control_61,2.05e-6
1.1797,CTEEG_Control_62,6.15e-7
1.1797,CTEEG_Control_65,1.05e-6
1.1875,CTEEG_Control_30,1.39e-6
1.1875,CTEEG_Control_31,1.22e-6
1.1875,CTEEG_Control_32,1.08e-6
1.1875,CTEEG_Control_33,1.64e-6
1.1875,CTEEG_Control_34,1.74e-6
1.1875,CTEEG_Control_35,2.53e-6
1.1875,CTEEG_Control_36,2.14e-6
1.1875,CTEEG_Control_37,1.17e-6
1.1875,CTEEG_Control_38,1.86e-6
1.1875,CTEEG_Control_41,1.87e-6
1.1875,CTEEG_Control_42,1.72e-6
1.1875,CTEEG_Control_43,7.76e-7
1.1875,CTEEG_Control_46,1.74e-6
1.1875,CTEEG_Control_47,7.05e-7
1.1875,CTEEG_Control_48,8.14e-7
1.1875,CTEEG_Control_51,1.63e-6
1.1875,CTEEG_Control_52,2.12e-6
1.1875,CTEEG_Control_53,8.8e-7
1.1875,CTEEG_Control_54,6.09e-7
1.1875,CTEEG_Control_55,5.79e-7
1.1875,CTEEG_Control_56,9.12e-7
1.1875,CTEEG_Control_59,1.59e-6
1.1875,CTEEG_Control_61,2.11e-6
1.1875,CTEEG_Control_62,6.18e-7
1.1875,CTEEG_Control_65,1.06e-6
1.1953,CTEEG_Control_30,1.43e-6
1.1953,CTEEG_Control_31,1.23e-6
1.1953,CTEEG_Control_32,1.1e-6
1.1953,CTEEG_Control_33,1.61e-6
1.1953,CTEEG_Control_34,1.72e-6
1.1953,CTEEG_Control_35,2.53e-6
1.1953,CTEEG_Control_36,2.16e-6
1.1953,CTEEG_Control_37,1.18e-6
1.1953,CTEEG_Control_38,1.85e-6
1.1953,CTEEG_Control_41,1.92e-6
1.1953,CTEEG_Control_42,1.7e-6
1.1953,CTEEG_Control_43,7.89e-7
1.1953,CTEEG_Control_46,1.72e-6
1.1953,CTEEG_Control_47,7.07e-7
1.1953,CTEEG_Control_48,8.02e-7
1.1953,CTEEG_Control_51,1.64e-6
1.1953,CTEEG_Control_52,2.13e-6
1.1953,CTEEG_Control_53,8.69e-7
1.1953,CTEEG_Control_54,6.04e-7
1.1953,CTEEG_Control_55,5.76e-7
1.1953,CTEEG_Control_56,9.1e-7
1.1953,CTEEG_Control_59,1.59e-6
1.1953,CTEEG_Control_61,2.16e-6
1.1953,CTEEG_Control_62,6.2e-7
1.1953,CTEEG_Control_65,1.06e-6
1.2031,CTEEG_Control_30,1.48e-6
1.2031,CTEEG_Control_31,1.24e-6
1.2031,CTEEG_Control_32,1.12e-6
1.2031,CTEEG_Control_33,1.59e-6
1.2031,CTEEG_Control_34,1.71e-6
1.2031,CTEEG_Control_35,2.52e-6
1.2031,CTEEG_Control_36,2.19e-6
1.2031,CTEEG_Control_37,1.18e-6
1.2031,CTEEG_Control_38,1.83e-6
1.2031,CTEEG_Control_41,1.96e-6
1.2031,CTEEG_Control_42,1.67e-6
1.2031,CTEEG_Control_43,8.02e-7
1.2031,CTEEG_Control_46,1.7e-6
1.2031,CTEEG_Control_47,7.08e-7
1.2031,CTEEG_Control_48,7.91e-7
1.2031,CTEEG_Control_51,1.64e-6
1.2031,CTEEG_Control_52,2.14e-6
1.2031,CTEEG_Control_53,8.6e-7
1.2031,CTEEG_Control_54,6e-7
1.2031,CTEEG_Control_55,5.72e-7
1.2031,CTEEG_Control_56,9.08e-7
1.2031,CTEEG_Control_59,1.6e-6
1.2031,CTEEG_Control_61,2.21e-6
1.2031,CTEEG_Control_62,6.23e-7
1.2031,CTEEG_Control_65,1.07e-6
1.2109,CTEEG_Control_30,1.53e-6
1.2109,CTEEG_Control_31,1.25e-6
1.2109,CTEEG_Control_32,1.13e-6
1.2109,CTEEG_Control_33,1.56e-6
1.2109,CTEEG_Control_34,1.69e-6
1.2109,CTEEG_Control_35,2.52e-6
1.2109,CTEEG_Control_36,2.22e-6
1.2109,CTEEG_Control_37,1.19e-6
1.2109,CTEEG_Control_38,1.82e-6
1.2109,CTEEG_Control_41,2.01e-6
1.2109,CTEEG_Control_42,1.65e-6
1.2109,CTEEG_Control_43,8.17e-7
1.2109,CTEEG_Control_46,1.68e-6
1.2109,CTEEG_Control_47,7.09e-7
1.2109,CTEEG_Control_48,7.79e-7
1.2109,CTEEG_Control_51,1.65e-6
1.2109,CTEEG_Control_52,2.15e-6
1.2109,CTEEG_Control_53,8.52e-7
1.2109,CTEEG_Control_54,5.95e-7
1.2109,CTEEG_Control_55,5.68e-7
1.2109,CTEEG_Control_56,9.06e-7
1.2109,CTEEG_Control_59,1.6e-6
1.2109,CTEEG_Control_61,2.26e-6
1.2109,CTEEG_Control_62,6.26e-7
1.2109,CTEEG_Control_65,1.07e-6
1.2188,CTEEG_Control_30,1.58e-6
1.2188,CTEEG_Control_31,1.27e-6
1.2188,CTEEG_Control_32,1.15e-6
1.2188,CTEEG_Control_33,1.54e-6
1.2188,CTEEG_Control_34,1.68e-6
1.2188,CTEEG_Control_35,2.51e-6
1.2188,CTEEG_Control_36,2.24e-6
1.2188,CTEEG_Control_37,1.19e-6
1.2188,CTEEG_Control_38,1.81e-6
1.2188,CTEEG_Control_41,2.06e-6
1.2188,CTEEG_Control_42,1.62e-6
1.2188,CTEEG_Control_43,8.32e-7
1.2188,CTEEG_Control_46,1.66e-6
1.2188,CTEEG_Control_47,7.09e-7
1.2188,CTEEG_Control_48,7.68e-7
1.2188,CTEEG_Control_51,1.66e-6
1.2188,CTEEG_Control_52,2.16e-6
1.2188,CTEEG_Control_53,8.46e-7
