"","Subject","MM_Intercept","MM_Hess","features_class","average_peak_magnitude","average_peak_curvature","hmm2_mean.1","hmm2_mean.2","hmm2_sd.1","hmm2_sd.2","hmm2_p1","hmm2_p2","hmm3_mean.1","hmm3_mean.2","hmm3_mean.3","hmm3_sd.1","hmm3_sd.2","hmm3_sd.3","hmm3_p1","hmm3_p2","hmm3_p3","hmm4_mean.1","hmm4_mean.2","hmm4_mean.3","hmm4_mean.4","hmm4_sd.1","hmm4_sd.2","hmm4_sd.3","hmm4_sd.4","hmm4_p1","hmm4_p2","hmm4_p3","hmm4_p4","hmm5_mean.1","hmm5_mean.2","hmm5_mean.3","hmm5_mean.4","hmm5_mean.5","hmm5_sd.1","hmm5_sd.2","hmm5_sd.3","hmm5_sd.4","hmm5_sd.5","hmm5_p1","hmm5_p2","hmm5_p3","hmm5_p4","hmm5_p5"
"11","CTEEG042",-7.16750362827945e-08,6.93618266201609e-08,"control",5.96119162267867e-07,-4.7211486299602e-10,0.431,0.78,0.091,0.184,0.703982985305491,0.296017014694509,0.812,0.525,0.363,0.18,0.046,0.056,0.252513534416087,0.356535189481825,0.390951276102088,0.561,0.336,0.836,0.452,0.037,0.045,0.178,0.029,0.25831399845321,0.273781902552204,0.222931167826759,0.244972931167827,0.467,0.837,0.392,0.309,0.565,0.024,0.178,0.021,0.036,0.036,0.203402938901779,0.221771075019335,0.162026295436968,0.169760247486466,0.243039443155452
"12","CTEEG043",-4.53120026393938e-08,4.38496229227949e-08,"control",6.15352862350432e-07,-4.54845044884616e-10,0.419,0.668,0.068,0.108,0.549402617106012,0.450597382893988,0.499,0.704,0.367,0.041,0.097,0.047,0.365067324103926,0.345344206334155,0.289588469561919,0.454,0.353,0.549,0.727,0.024,0.042,0.033,0.091,0.243883937037739,0.231177697705291,0.238763512232126,0.286174853024844,0.771,0.626,0.53,0.45,0.351,0.083,0.031,0.025,0.022,0.041,0.186611037360137,0.160250331879386,0.197231177697705,0.228901953347241,0.227005499715532
"13","CTEEG046",1.48991441267281e-07,-1.44182956637466e-07,"control",8.43268336790575e-07,-5.27974780538644e-10,0.626,0.946,0.095,0.156,0.583269230769231,0.416730769230769,0.546,0.971,0.713,0.07,0.153,0.048,0.2775,0.363269230769231,0.359230769230769,0.542,0.693,1.119,0.849,0.069,0.038,0.135,0.052,0.265961538461538,0.300769230769231,0.144423076923077,0.288846153846154,1.125,0.873,0.519,0.743,0.646,0.134,0.041,0.063,0.033,0.027,0.141153846153846,0.222115384615385,0.200961538461538,0.222692307692308,0.213076923076923
"14","CTEEG047",-1.15837019481845e-07,1.12098545873211e-07,"control",5.4599698510786e-07,-4.59596074367369e-10,0.681,0.41,0.198,0.063,0.285797213622291,0.714202786377709,0.714,0.366,0.48,0.205,0.041,0.035,0.235874613003096,0.411184210526316,0.352941176470588,0.408,0.336,0.722,0.492,0.02,0.032,0.207,0.032,0.256965944272446,0.21749226006192,0.223490712074303,0.302051083591331,0.386,0.452,0.834,0.314,0.548,0.018,0.02,0.228,0.026,0.042,0.260642414860681,0.236842105263158,0.119582043343653,0.124613003095975,0.258320433436532
"15","CTEEG048",-1.49184218438272e-07,1.44369512457673e-07,"control",4.53971389101779e-07,-3.23474023980263e-10,0.326,0.469,0.04,0.07,0.45021227325357,0.54978772674643,0.508,0.398,0.31,0.066,0.023,0.032,0.325164029332304,0.340409108452335,0.334426862215361,0.316,0.458,0.4,0.562,0.034,0.017,0.017,0.062,0.38209185642609,0.208992666923968,0.261868004631416,0.147047472018526,0.403,0.29,0.349,0.459,0.562,0.016,0.024,0.015,0.017,0.062,0.246429949826322,0.206676958703203,0.196063296024701,0.204168274797376,0.146661520648398
"16","CTEEG051",1.00929336355621e-07,-9.7671986918706e-08,"control",8.19494452649523e-07,-5.85927495068619e-10,0.919,0.617,0.149,0.096,0.363601385148134,0.636398614851866,0.704,0.532,0.944,0.045,0.063,0.146,0.385148133897653,0.302616390919584,0.312235475182763,0.95,0.74,0.647,0.514,0.146,0.028,0.027,0.055,0.296267795305887,0.237014236244709,0.218930357829935,0.247787610619469,0.95,0.478,0.581,0.741,0.659,0.146,0.041,0.026,0.027,0.021,0.296267795305887,0.146787225856098,0.151981531358215,0.229318968834167,0.175644478645633
"17","CTEEG052",9.83178984275799e-08,-9.51448297089859e-08,"control",8.44786608331948e-07,-6.50462615819544e-10,0.61,0.924,0.089,0.133,0.6,0.4,0.672,0.925,0.524,0.04,0.133,0.065,0.346369796708616,0.404453049370765,0.24917715392062,0.522,1.018,0.661,0.798,0.064,0.108,0.034,0.044,0.241819941916747,0.221878025169409,0.311713455953533,0.22458857696031,0.486,0.681,0.603,0.801,1.018,0.055,0.023,0.024,0.043,0.108,0.151016456921588,0.217424975798645,0.190513068731849,0.220329138431752,0.220716360116166
"18","CTEEG053",-9.80074051157637e-08,9.48443568551037e-08,"control",5.86745169988754e-07,-5.121733111861e-10,0.422,0.659,0.063,0.118,0.57056765163297,0.42943234836703,0.676,0.376,0.484,0.115,0.046,0.033,0.377916018662519,0.303654743390358,0.318429237947123,0.433,0.345,0.523,0.702,0.023,0.039,0.033,0.113,0.271772939346812,0.165435458786936,0.256804043545879,0.305987558320373,0.45,0.634,0.531,0.362,0.805,0.022,0.034,0.026,0.043,0.117,0.252332814930016,0.199261275272162,0.195178849144635,0.235808709175739,0.117418351477449
"19","CTEEG054",-2.09991712625296e-07,2.03214532058925e-07,"control",3.99196255353045e-07,-3.38466095266623e-10,0.445,0.296,0.063,0.042,0.48906945250532,0.51093054749468,0.27,0.355,0.467,0.029,0.025,0.058,0.320564906171406,0.318243373960147,0.361191719868447,0.263,0.336,0.502,0.405,0.026,0.02,0.052,0.02,0.271425807699749,0.269104275488489,0.207777132907719,0.251692783904043,0.41,0.352,0.504,0.304,0.252,0.018,0.015,0.052,0.014,0.023,0.229831688914684,0.195976010833817,0.201392919326756,0.178951441284581,0.193847939640163
"20","CTEEG055",-1.30324746414149e-07,1.26118701649738e-07,"control",5.2636920044356e-07,-4.48423803065533e-10,0.351,0.593,0.057,0.149,0.567305829943831,0.432694170056169,0.319,0.704,0.458,0.039,0.149,0.045,0.380786364516754,0.204532248692621,0.414681386790626,0.407,0.716,0.309,0.498,0.024,0.148,0.034,0.028,0.248305248886306,0.190005810575247,0.324423784621344,0.237265155917102,0.716,0.29,0.418,0.498,0.354,0.148,0.025,0.018,0.027,0.017,0.190199496416812,0.210923881464265,0.194847956614371,0.234747239976758,0.169281425527794
"21","CTEEG056",-1.45440980952132e-07,1.40747082286629e-07,"control",4.3977278647411e-07,-2.82040146573161e-10,0.32,0.45,0.046,0.058,0.500290528762347,0.499709471237653,0.378,0.473,0.291,0.019,0.055,0.035,0.349602944024792,0.349215572341662,0.301181483633546,0.262,0.473,0.382,0.325,0.026,0.055,0.017,0.016,0.150881270579121,0.347278713926012,0.31493317838466,0.186906837110207,0.369,0.411,0.262,0.492,0.323,0.01,0.015,0.026,0.054,0.016,0.196591129188456,0.227193492155723,0.150300213054426,0.246949447995352,0.178965717606043
"22","CTEEG059",5.02899154878469e-08,-4.86668810405107e-08,"control",8.02150329010425e-07,-6.64635838037260e-10,0.856,0.543,0.169,0.081,0.474059787849566,0.525940212150434,0.973,0.526,0.713,0.16,0.073,0.048,0.243780135004822,0.45053037608486,0.305689488910318,0.977,0.727,0.602,0.478,0.16,0.041,0.03,0.058,0.239922854387657,0.261137897782064,0.238379942140791,0.260559305689489,0.728,0.608,0.977,0.521,0.423,0.041,0.027,0.16,0.024,0.049,0.259016393442623,0.214850530376085,0.239922854387657,0.179942140790743,0.106268081002893
"23","CTEEG061",-4.92556815031792e-08,4.76660260186382e-08,"control",6.29456603056665e-07,-4.96718146140751e-10,0.462,0.673,0.07,0.109,0.505469199769718,0.494530800230282,0.441,0.59,0.771,0.063,0.04,0.11,0.403377470734984,0.40260986374976,0.194012665515256,0.617,0.787,0.407,0.523,0.03,0.11,0.052,0.026,0.293225868355402,0.173479178660526,0.256764536557283,0.276530416426789,0.618,0.787,0.459,0.367,0.532,0.03,0.11,0.021,0.042,0.021,0.289195931682978,0.17232776818269,0.174438687392055,0.13126079447323,0.232776818269046
"24","CTEEG062",-2.01546717460051e-07,1.95042086809618e-07,"control",3.57833679767714e-07,-2.2261533552041e-10,0.327,0.33,0.022,0.083,0.532021604938272,0.467978395061728,0.329,0.355,0.301,0.104,0.017,0.016,0.254243827160494,0.383680555555556,0.362075617283951,0.322,0.362,0.279,0.368,0.01,0.013,0.018,0.111,0.260223765432099,0.285108024691358,0.293402777777778,0.161265432098765,0.326,0.421,0.252,0.358,0.299,0.008,0.043,0.028,0.01,0.008,0.208912037037037,0.161844135802469,0.21045524691358,0.232253086419753,0.186535493827161
"25","CTEEG065",-1.2333659509362e-07,1.19356083755468e-07,"control",5.13795728564638e-07,-4.02045235481739e-10,0.388,0.557,0.054,0.086,0.544394793083349,0.45560520691665,0.597,0.464,0.36,0.084,0.028,0.045,0.285991839906742,0.357295511948708,0.35671264814455,0.433,0.346,0.507,0.643,0.02,0.041,0.023,0.082,0.271808820672236,0.277443170779095,0.278026034583252,0.172721973965417,0.312,0.508,0.382,0.643,0.439,0.036,0.023,0.016,0.082,0.018,0.130367204196619,0.270643093063921,0.185739265591607,0.17194482222654,0.241305614921313
"26","CTEEG002",3.71925409325236e-08,-5.3915800787802e-08,"experiment",7.20213613347496e-07,-5.71633034945354e-10,0.502,0.795,0.099,0.119,0.557377049180328,0.442622950819672,0.561,0.751,0.526,0.341,0.088,0.051,0.141530054644809,0.444808743169399,0.413661202185792,0.355,0.852,0.647,0.512,0.077,0.107,0.045,0.034,0.123497267759563,0.29016393442623,0.292896174863388,0.29344262295082,0.496,0.681,0.866,0.577,0.352,0.026,0.035,0.104,0.024,0.076,0.219672131147541,0.227322404371585,0.25792349726776,0.175956284153005,0.119125683060109
"27","CTEEG003",1.52949722827833e-07,-2.2172206160783e-07,"experiment",9.28776622823705e-07,-7.9567031191943e-10,0.567,0.997,0.088,0.237,0.494810586403736,0.505189413596264,0.531,1.115,0.756,0.066,0.224,0.065,0.381681370005189,0.3188894654904,0.299429164504411,0.861,1.224,0.507,0.667,0.07,0.217,0.053,0.049,0.271406331084587,0.2047223663726,0.29605604566684,0.227815256875973,0.597,0.48,0.924,0.75,1.243,0.035,0.041,0.047,0.051,0.215,0.199532952776336,0.202906071613908,0.167099117799689,0.244940321743643,0.185521536066424
"28","CTEEG004",2.91755751690995e-07,-4.22940853802888e-07,"experiment",1.10829358851499e-06,-8.97545420829998e-10,0.752,1.188,0.118,0.237,0.572451503710454,0.427548496289546,1.335,0.963,0.706,0.236,0.079,0.099,0.228876448379117,0.34656945710194,0.424554094518943,1.028,0.831,0.642,1.377,0.065,0.05,0.079,0.236,0.260122379898451,0.300481708110923,0.250097643535998,0.189298268454628,1.384,0.613,0.878,0.769,1.042,0.237,0.07,0.036,0.033,0.062,0.184611378726728,0.186954823590678,0.185392527014712,0.202057023825023,0.240984246842859
"29","CTEEG005",-5.38460911758062e-09,7.80574560410631e-09,"experiment",6.05174606725573e-07,-3.97282144100258e-10,0.451,0.682,0.059,0.117,0.632352941176471,0.367647058823529,0.503,0.404,0.691,0.029,0.041,0.116,0.33562091503268,0.31797385620915,0.34640522875817,0.736,0.562,0.48,0.395,0.111,0.029,0.02,0.038,0.240849673202614,0.210457516339869,0.281699346405229,0.266993464052288,0.36,0.566,0.738,0.488,0.43,0.029,0.029,0.111,0.017,0.017,0.11797385620915,0.205555555555556,0.239869281045752,0.233333333333333,0.203267973856209
"30","CTEEG006",-4.81128624419854e-08,6.97463375853052e-08,"experiment",5.66745011906585e-07,-4.15014768599832e-10,0.398,0.589,0.047,0.081,0.488014751075599,0.511985248924401,0.496,0.384,0.641,0.03,0.04,0.063,0.301782421634911,0.393362015980332,0.304855562384757,0.512,0.643,0.432,0.357,0.022,0.062,0.021,0.03,0.229256299938537,0.295021511985249,0.250153657037492,0.225568531038722,0.644,0.513,0.406,0.349,0.449,0.062,0.022,0.012,0.028,0.013,0.295021511985249,0.223110018438845,0.149354640442532,0.184388444990781,0.148125384142594
"31","CTEEG008",-2.7859164207943e-08,4.03857631039548e-08,"experiment",6.1664561289023e-07,-4.84254235951964e-10,0.447,0.679,0.051,0.114,0.519013360739979,0.480986639260021,0.528,0.713,0.42,0.034,0.108,0.037,0.272867420349435,0.372559095580678,0.354573484069887,0.383,0.53,0.445,0.713,0.027,0.033,0.018,0.108,0.136690647482014,0.266187050359712,0.225077081192189,0.372045220966084,0.522,0.791,0.382,0.634,0.444,0.029,0.108,0.027,0.032,0.017,0.242034943473792,0.178314491264132,0.13617677286742,0.224049331963001,0.219424460431655
"32","CTEEG009",4.93144534286267e-08,-7.14882120733663e-08,"experiment",6.81339783917283e-07,-4.32935685236078e-10,0.787,0.499,0.087,0.084,0.335347432024169,0.664652567975831,0.428,0.793,0.572,0.05,0.083,0.04,0.327794561933535,0.321752265861027,0.350453172205438,0.502,0.404,0.791,0.589,0.022,0.038,0.085,0.028,0.188821752265861,0.231117824773414,0.326283987915408,0.253776435045317,0.591,0.793,0.444,0.376,0.509,0.029,0.083,0.019,0.029,0.019,0.255287009063444,0.321752265861027,0.131419939577039,0.128398791540786,0.163141993957704
"33","CTEEG011",-1.74283227798737e-07,2.5264796610267e-07,"experiment",3.77398905496881e-07,-2.57984712611858e-10,0.42,0.309,0.048,0.034,0.365738925911407,0.634261074088593,0.438,0.348,0.284,0.044,0.017,0.024,0.269110152881223,0.38671109368875,0.344178753430027,0.438,0.35,0.26,0.303,0.044,0.016,0.015,0.011,0.263818110544884,0.371226969815759,0.14327714621717,0.221677773422187,0.301,0.456,0.377,0.26,0.338,0.01,0.039,0.014,0.015,0.01,0.201489611916895,0.192277538220306,0.205605644845159,0.142689141513132,0.257938063504508
"34","CTEEG012",2.04915760465058e-08,-2.97054112271201e-08,"experiment",6.70157956416536e-07,-4.93095673355009e-10,0.737,0.511,0.106,0.084,0.370722922562387,0.629277077437613,0.593,0.441,0.776,0.036,0.063,0.1,0.428350913300746,0.302932853100077,0.268716233599177,0.795,0.634,0.559,0.429,0.098,0.024,0.024,0.058,0.227682016979676,0.232827373295601,0.277077437612555,0.262413172112169,0.576,0.393,0.64,0.799,0.505,0.016,0.045,0.024,0.097,0.026,0.215204527913558,0.160921018780551,0.21713403653203,0.220864419861075,0.185875996912786
"35","CTEEG013",-1.36373308778749e-07,1.97692224689853e-07,"experiment",4.59099506694969e-07,-3.68970046838644e-10,0.494,0.383,0.166,0.042,0.316890415235717,0.683109584764284,0.322,0.41,0.557,0.032,0.024,0.136,0.31158289103965,0.446456447080862,0.241960661879488,0.321,0.47,0.401,0.676,0.032,0.024,0.018,0.159,0.305650952232282,0.234155479238214,0.367780206056822,0.0924133624726819,0.412,0.471,0.307,0.37,0.676,0.011,0.024,0.026,0.013,0.159,0.255073368716828,0.229160162347799,0.222603808929129,0.200749297533562,0.0924133624726819
"36","CTEEG015",-8.84525278658613e-08,1.28224336845746e-07,"experiment",5.91875360750908e-07,-5.72043546458723e-10,0.452,0.702,0.076,0.152,0.667005592272496,0.332994407727504,0.729,0.517,0.38,0.154,0.04,0.05,0.266014234875445,0.442170818505338,0.291814946619217,0.751,0.471,0.556,0.363,0.157,0.023,0.029,0.043,0.232587697000508,0.267920691408236,0.272877478393493,0.226614133197763,0.421,0.558,0.482,0.752,0.337,0.021,0.028,0.017,0.157,0.031,0.151245551601424,0.267539400101678,0.206278596847992,0.231952211489578,0.142984239959329
"37","CTEEG017",-3.47419755814724e-08,5.03633633298304e-08,"experiment",6.20418605963487e-07,-5.08367394230168e-10,0.679,0.469,0.087,0.069,0.342701014832162,0.657298985167838,0.686,0.411,0.526,0.085,0.049,0.028,0.321493624772313,0.316679677335415,0.361826697892272,0.469,0.54,0.692,0.377,0.022,0.024,0.083,0.039,0.225474889409316,0.292349726775956,0.303018475149623,0.179156908665105,0.45,0.516,0.363,0.727,0.584,0.021,0.017,0.034,0.075,0.027,0.204527712724434,0.236533957845433,0.134790528233151,0.211163153786105,0.212984647410877
"38","CTEEG018",-1.45341841491809e-08,2.10693367590542e-08,"experiment",6.40386852407703e-07,-5.08075020930995e-10,0.752,0.476,0.153,0.06,0.335443037974684,0.664556962025316,0.786,0.541,0.427,0.148,0.035,0.032,0.268987341772152,0.380650994575045,0.350361663652803,0.527,0.888,0.636,0.426,0.026,0.127,0.044,0.032,0.301084990958409,0.150542495479204,0.203435804701627,0.34493670886076,0.796,0.562,0.396,0.492,0.44,0.146,0.029,0.019,0.015,0.013,0.260397830018083,0.275316455696203,0.146473779385172,0.166365280289331,0.151446654611212
"39","CTEEG019",-3.40508968113103e-08,4.93615475915444e-08,"experiment",6.16098461248965e-07,-4.97477561085725e-10,0.703,0.475,0.084,0.068,0.405685747214752,0.594314252785248,0.529,0.708,0.408,0.033,0.083,0.039,0.349980791394545,0.391087207068767,0.258932001536688,0.517,0.762,0.407,0.614,0.025,0.063,0.039,0.031,0.283134844410296,0.229350749135613,0.256242796772954,0.231271609681137,0.615,0.379,0.526,0.762,0.46,0.031,0.022,0.019,0.063,0.021,0.226661544371879,0.151363810987322,0.227045716480983,0.229350749135613,0.165578179024203
"40","CTEEG021",-1.1303383436301e-07,1.63858385815393e-07,"experiment",4.72161400970183e-07,-3.37401935910068e-10,0.512,0.367,0.068,0.049,0.436078222695224,0.563921777304776,0.326,0.409,0.523,0.04,0.023,0.066,0.258081681521884,0.367832912065984,0.374085406412133,0.577,0.394,0.318,0.464,0.06,0.018,0.038,0.023,0.173872555540774,0.30850073167487,0.219103365704403,0.298523347079952,0.478,0.579,0.426,0.381,0.313,0.017,0.06,0.014,0.013,0.037,0.208460822136491,0.166422775043235,0.203538645736331,0.226287082612744,0.195290674471199
"41","CTEEG022",1.96637552269895e-07,-2.85053692503604e-07,"experiment",9.62210187244854e-07,-7.55106454768893e-10,1.004,0.664,0.163,0.092,0.57847295864263,0.42152704135737,0.88,0.649,1.14,0.055,0.085,0.146,0.349946977730647,0.378048780487805,0.272004241781548,0.579,0.891,0.738,1.142,0.05,0.049,0.038,0.146,0.199363732767762,0.322905620360551,0.218451749734889,0.259278897136797,0.548,1.142,0.654,0.892,0.752,0.032,0.146,0.03,0.049,0.03,0.127253446447508,0.259278897136797,0.114528101802757,0.320784729586426,0.178154825026511
"42","CTEEG023",1.92789284883569e-07,-2.79475089413278e-07,"experiment",8.9466655266373e-07,-6.12937360068291e-10,0.712,1.073,0.099,0.182,0.65055387713998,0.34944612286002,0.786,0.625,1.078,0.045,0.075,0.18,0.362789526686808,0.293554884189325,0.343655589123867,1.124,0.844,0.593,0.727,0.176,0.045,0.067,0.027,0.27190332326284,0.268126888217523,0.202920443101712,0.257049345417925,0.747,1.125,0.687,0.846,0.57,0.017,0.176,0.021,0.044,0.062,0.164652567975831,0.270644511581067,0.149798590130916,0.261581067472306,0.153323262839879
"43","CTEEG024",-1.71133685877996e-07,2.48082263870708e-07,"experiment",3.89330216216559e-07,-2.76890437114071e-10,0.311,0.415,0.038,0.044,0.49789889214313,0.50210110785687,0.294,0.365,0.442,0.033,0.017,0.039,0.334267159047498,0.369412963198778,0.296319877753725,0.374,0.447,0.264,0.325,0.015,0.038,0.026,0.014,0.320259773335031,0.264866929835732,0.153062523876226,0.261810772953012,0.402,0.362,0.469,0.321,0.262,0.013,0.011,0.033,0.013,0.025,0.215204380491532,0.248694766331338,0.160448236342799,0.234814720488985,0.140837896345346
"44","CTEEG049",-8.6085397436933e-09,1.24792853627719e-08,"experiment",6.68645414049234e-07,-5.62370931514582e-10,0.449,0.702,0.06,0.128,0.448526597780329,0.551473402219671,0.803,0.607,0.44,0.122,0.044,0.055,0.253348641408343,0.341370072713356,0.405281285878301,0.409,0.642,0.521,0.836,0.04,0.039,0.032,0.122,0.261576731725985,0.303291236127057,0.241484883275928,0.193647148871029,0.49,0.581,0.678,0.399,0.861,0.024,0.027,0.032,0.036,0.122,0.190011481056257,0.207807118254879,0.223306544202067,0.220244929200153,0.158629927286644
"45","CTEEG057",-1.52886727706232e-07,2.21630740057819e-07,"experiment",4.20289108782423e-07,-3.16863167768569e-10,0.476,0.303,0.107,0.038,0.463562033416282,0.536437966583718,0.282,0.548,0.375,0.029,0.108,0.034,0.35087095627444,0.235691432634198,0.413437611091362,0.332,0.403,0.271,0.561,0.015,0.025,0.025,0.108,0.250266619267686,0.275151084251689,0.264841805901173,0.209740490579453,0.439,0.271,0.385,0.586,0.331,0.02,0.025,0.013,0.108,0.014,0.153572698186989,0.265908282971916,0.169214361891219,0.165303945965162,0.246000710984714
"46","CTEEG058",8.21313370158212e-08,-1.19060885275969e-07,"experiment",7.88366037339366e-07,-6.30959248446633e-10,0.882,0.538,0.164,0.092,0.392948717948718,0.607051282051282,0.482,0.934,0.657,0.067,0.154,0.05,0.379102564102564,0.301666666666667,0.319230769230769,0.549,0.947,0.677,0.43,0.03,0.152,0.047,0.05,0.237435897435897,0.28,0.287051282051282,0.195512820512821,0.43,0.819,0.659,1.087,0.547,0.05,0.057,0.037,0.131,0.029,0.194871794871795,0.214871794871795,0.241282051282051,0.119358974358974,0.229615384615385
