"","Subject","hmm2_mean.1","hmm2_mean.2","hmm2_sd.1","hmm2_sd.2","hmm2_p1","hmm2_p2","hmm3_mean.1","hmm3_mean.2","hmm3_mean.3","hmm3_sd.1","hmm3_sd.2","hmm3_sd.3","hmm3_p1","hmm3_p2","hmm3_p3","hmm4_mean.1","hmm4_mean.2","hmm4_mean.3","hmm4_mean.4","hmm4_sd.1","hmm4_sd.2","hmm4_sd.3","hmm4_sd.4","hmm4_p1","hmm4_p2","hmm4_p3","hmm4_p4","hmm5_mean.1","hmm5_mean.2","hmm5_mean.3","hmm5_mean.4","hmm5_mean.5","hmm5_sd.1","hmm5_sd.2","hmm5_sd.3","hmm5_sd.4","hmm5_sd.5","hmm5_p1","hmm5_p2","hmm5_p3","hmm5_p4","hmm5_p5","features_class","features_trials","features_scale"
"108","CTEEG037",0.258,0.125,0.06,0.033,0.470124013528749,0.529875986471251,0.125,0.222,0.328,0.032,0.023,0.046,0.527621195039459,0.315670800450958,0.156708004509583,0.101,0.328,0.159,0.224,0.019,0.046,0.013,0.022,0.304396843291996,0.156708004509583,0.235625704622322,0.303269447576099,0.209,0.101,0.343,0.253,0.159,0.013,0.019,0.041,0.014,0.013,0.190529875986471,0.304396843291996,0.122886133032694,0.149943630214205,0.232243517474634,"control",12,"Minmaxscale"
"109","CTEEG038",0.183,0.3,0.036,0.035,0.504357298474945,0.495642701525054,0.264,0.326,0.181,0.014,0.022,0.035,0.229847494553377,0.277777777777778,0.492374727668845,0.215,0.266,0.326,0.155,0.014,0.012,0.022,0.023,0.227668845315904,0.21677559912854,0.278867102396514,0.276688453159041,0.215,0.338,0.297,0.155,0.263,0.014,0.016,0.01,0.023,0.01,0.23202614379085,0.188453159041394,0.120915032679739,0.276688453159041,0.181917211328976,"control",12,"Minmaxscale"
"110","CTEEG041",0.253,0.396,0.055,0.054,0.424528301886792,0.575471698113208,0.289,0.186,0.396,0.019,0.033,0.054,0.277777777777778,0.150943396226415,0.571278825995807,0.186,0.289,0.364,0.458,0.033,0.018,0.021,0.042,0.150943396226415,0.273584905660377,0.381551362683438,0.193920335429769,0.458,0.286,0.381,0.187,0.342,0.042,0.016,0.01,0.033,0.014,0.193920335429769,0.249475890985325,0.20335429769392,0.150943396226415,0.20230607966457,"control",12,"Minmaxscale"
"111","CTEEG042",0.113,0.227,0.034,0.049,0.609014675052411,0.390985324947589,0.159,0.242,0.095,0.014,0.045,0.025,0.281970649895178,0.30083857442348,0.417190775681342,0.07,0.242,0.112,0.159,0.018,0.045,0.01,0.014,0.169811320754717,0.30188679245283,0.247379454926625,0.280922431865828,0.278,0.109,0.154,0.063,0.2,0.037,0.012,0.011,0.015,0.015,0.149895178197065,0.288259958071279,0.231656184486373,0.128930817610063,0.20125786163522,"control",12,"Minmaxscale"
"112","CTEEG043",0.069,0.176,0.018,0.061,0.418335089567966,0.581664910432034,0.133,0.068,0.215,0.016,0.018,0.061,0.285563751317176,0.409905163329821,0.304531085353003,0.133,0.081,0.215,0.051,0.016,0.01,0.061,0.009,0.28345626975764,0.231822971548999,0.304531085353003,0.180189673340358,0.046,0.134,0.063,0.083,0.215,0.006,0.015,0.004,0.009,0.061,0.119072708113804,0.277133825079031,0.083245521601686,0.216016859852476,0.304531085353003,"control",12,"Minmaxscale"
"113","CTEEG046",0.234,0.504,0.047,0.126,0.793284365162644,0.206715634837356,0.314,0.217,0.551,0.027,0.034,0.107,0.208814270724029,0.633788037775446,0.157397691500525,0.171,0.551,0.313,0.234,0.024,0.107,0.027,0.017,0.178384050367261,0.157397691500525,0.213011542497377,0.451206715634837,0.253,0.316,0.17,0.221,0.551,0.01,0.026,0.023,0.01,0.107,0.198321091290661,0.200419727177335,0.169989506820567,0.273871983210913,0.157397691500525,"control",12,"Minmaxscale"
"114","CTEEG047",0.069,0.145,0.024,0.036,0.420477137176938,0.579522862823062,0.059,0.184,0.119,0.019,0.036,0.016,0.311133200795229,0.196819085487078,0.492047713717694,0.073,0.04,0.184,0.119,0.008,0.011,0.036,0.016,0.172962226640159,0.135188866799205,0.195825049701789,0.496023856858847,0.096,0.057,0.136,0.116,0.187,0.005,0.018,0.006,0.006,0.036,0.136182902584493,0.295228628230616,0.214711729622266,0.170974155069582,0.182902584493042,"control",12,"Minmaxscale"
"115","CTEEG048",0.142,0.09,0.023,0.017,0.444565217391304,0.555434782608696,0.11,0.074,0.155,0.01,0.009,0.021,0.465217391304348,0.256521739130435,0.278260869565217,0.155,0.086,0.068,0.111,0.021,0.006,0.005,0.009,0.275,0.135869565217391,0.15,0.439130434782609,0.122,0.07,0.092,0.158,0.105,0.006,0.007,0.006,0.02,0.004,0.222826086956522,0.196739130434783,0.126086956521739,0.240217391304348,0.214130434782609,"control",12,"Minmaxscale"
"116","CTEEG051",0.218,0.38,0.042,0.077,0.700575815738964,0.299424184261036,0.384,0.26,0.19,0.076,0.015,0.029,0.287907869481766,0.297504798464491,0.414587332053743,0.263,0.173,0.383,0.224,0.013,0.022,0.076,0.009,0.258157389635317,0.267754318618042,0.289827255278311,0.18426103646833,0.383,0.223,0.19,0.155,0.263,0.076,0.009,0.007,0.017,0.013,0.289827255278311,0.186180422264875,0.13531669865643,0.130518234165067,0.258157389635317,"control",12,"Minmaxscale"
"117","CTEEG052",0.554,0.265,0.197,0.081,0.249448123620309,0.750551876379691,0.324,0.175,0.556,0.034,0.038,0.197,0.454746136865342,0.296909492273731,0.248344370860927,0.572,0.158,0.262,0.342,0.2,0.025,0.029,0.027,0.224061810154525,0.227373068432671,0.189845474613687,0.358719646799117,0.138,0.555,0.263,0.183,0.339,0.012,0.197,0.028,0.014,0.024,0.124724061810155,0.249448123620309,0.184326710816777,0.108167770419426,0.333333333333333,"control",12,"Minmaxscale"
"118","CTEEG053",0.173,0.28,0.025,0.063,0.486021505376344,0.513978494623656,0.238,0.346,0.17,0.017,0.057,0.023,0.346236559139785,0.187096774193548,0.466666666666667,0.241,0.191,0.147,0.346,0.015,0.012,0.011,0.057,0.318279569892473,0.290322580645161,0.204301075268817,0.187096774193548,0.218,0.251,0.147,0.346,0.185,0.011,0.009,0.011,0.057,0.008,0.209677419354839,0.189247311827957,0.203225806451613,0.187096774193548,0.210752688172043,"control",12,"Minmaxscale"
"119","CTEEG054",0.078,0.29,0.041,0.101,0.79646017699115,0.20353982300885,0.117,0.293,0.044,0.018,0.1,0.02,0.378318584070796,0.201327433628319,0.420353982300885,0.065,0.292,0.029,0.119,0.011,0.1,0.012,0.017,0.196902654867257,0.201327433628319,0.238938053097345,0.36283185840708,0.021,0.119,0.292,0.042,0.069,0.008,0.017,0.1,0.006,0.01,0.136061946902655,0.356194690265487,0.201327433628319,0.133849557522124,0.172566371681416,"control",12,"Minmaxscale"
"120","CTEEG055",0.223,0.113,0.051,0.031,0.29923830250272,0.70076169749728,0.135,0.085,0.222,0.012,0.024,0.051,0.390642002176279,0.305767138193689,0.303590859630033,0.199,0.136,0.085,0.307,0.021,0.012,0.024,0.037,0.23721436343852,0.391730141458107,0.305767138193689,0.0652883569096844,0.11,0.14,0.307,0.063,0.198,0.009,0.008,0.037,0.016,0.022,0.254624591947769,0.292709466811752,0.0652883569096844,0.145810663764962,0.241566920565832,"control",12,"Minmaxscale"
"121","CTEEG056",0.176,0.105,0.036,0.018,0.30989010989011,0.69010989010989,0.094,0.183,0.127,0.011,0.034,0.008,0.452747252747253,0.268131868131868,0.279120879120879,0.127,0.085,0.103,0.183,0.008,0.007,0.005,0.034,0.278021978021978,0.221978021978022,0.230769230769231,0.269230769230769,0.12,0.085,0.132,0.181,0.102,0.004,0.007,0.003,0.035,0.004,0.132967032967033,0.221978021978022,0.13956043956044,0.279120879120879,0.226373626373626,"control",12,"Minmaxscale"
"122","CTEEG059",0.143,0.256,0.025,0.052,0.302673796791444,0.697326203208556,0.143,0.309,0.222,0.025,0.041,0.018,0.302673796791444,0.271657754010695,0.425668449197861,0.143,0.218,0.335,0.263,0.025,0.015,0.033,0.014,0.301604278074866,0.370053475935829,0.159358288770053,0.168983957219251,0.204,0.167,0.236,0.127,0.311,0.009,0.009,0.01,0.017,0.04,0.188235294117647,0.117647058823529,0.252406417112299,0.180748663101604,0.26096256684492,"control",12,"Minmaxscale"
"123","CTEEG061",0.332,0.189,0.07,0.031,0.441304347826087,0.558695652173913,0.383,0.264,0.187,0.051,0.017,0.03,0.244565217391304,0.215217391304348,0.540217391304348,0.168,0.264,0.215,0.383,0.023,0.016,0.009,0.051,0.316304347826087,0.21304347826087,0.225,0.245652173913043,0.185,0.383,0.215,0.147,0.264,0.007,0.051,0.008,0.018,0.016,0.179347826086957,0.245652173913043,0.218478260869565,0.142391304347826,0.214130434782609,"control",12,"Minmaxscale"
"124","CTEEG062",0.094,0.045,0.019,0.016,0.607035175879397,0.392964824120603,0.044,0.083,0.118,0.016,0.008,0.011,0.382914572864322,0.428140703517588,0.18894472361809,0.025,0.047,0.094,0.059,0.009,0.003,0.019,0.004,0.126633165829146,0.11356783919598,0.605025125628141,0.154773869346734,0.089,0.075,0.112,0.044,0.132,0.004,0.004,0.006,0.015,0.007,0.242211055276382,0.187939698492462,0.126633165829146,0.379899497487437,0.0633165829145729,"control",12,"Minmaxscale"
"125","CTEEG065",0.133,0.132,0.047,0.047,0.534276387377584,0.465723612622416,0.183,0.083,0.133,0.019,0.022,0.011,0.356909684439608,0.369967355821545,0.273122959738847,0.183,0.134,0.064,0.1,0.019,0.01,0.016,0.008,0.356909684439608,0.263329706202394,0.176278563656148,0.20348204570185,0.119,0.098,0.064,0.185,0.141,0.006,0.007,0.016,0.018,0.008,0.110990206746464,0.177366702937976,0.173014145810664,0.339499455930359,0.199129488574538,"control",12,"Minmaxscale"
"126","CTEEG030",0.959,0.677,0.146,0.095,0.315457413249211,0.684542586750789,0.977,0.764,0.6,0.141,0.032,0.067,0.286014721345952,0.35856992639327,0.355415352260778,0.571,0.775,0.976,0.694,0.056,0.024,0.141,0.027,0.256572029442692,0.286014721345952,0.289169295478444,0.168243953732913,0.848,0.765,0.572,0.694,1.065,0.034,0.015,0.056,0.027,0.133,0.19453207150368,0.219768664563617,0.256572029442692,0.170347003154574,0.158780231335436,"control",12,"RawMidline"
"127","CTEEG031",0.62,1.054,0.058,0.297,0.590447154471545,0.409552845528455,0.671,0.574,1.055,0.031,0.033,0.296,0.283536585365854,0.306910569105691,0.409552845528455,0.671,1.434,0.907,0.574,0.031,0.305,0.088,0.033,0.283536585365854,0.113821138211382,0.295731707317073,0.306910569105691,0.545,0.675,0.605,0.907,1.434,0.02,0.029,0.015,0.088,0.305,0.149390243902439,0.257113821138211,0.183943089430894,0.295731707317073,0.113821138211382,"control",12,"RawMidline"
"128","CTEEG032",0.425,0.694,0.044,0.18,0.470643939393939,0.529356060606061,0.587,0.422,0.875,0.051,0.042,0.182,0.352272727272727,0.456439393939394,0.191287878787879,0.581,0.366,0.874,0.439,0.055,0.03,0.182,0.018,0.375,0.121212121212121,0.192234848484848,0.31155303030303,0.369,0.428,0.463,0.586,0.874,0.031,0.007,0.013,0.052,0.182,0.129734848484848,0.18844696969697,0.133522727272727,0.357007575757576,0.191287878787879,"control",12,"RawMidline"
"129","CTEEG033",0.787,0.513,0.118,0.062,0.423728813559322,0.576271186440678,0.505,0.688,0.89,0.058,0.053,0.095,0.536128456735058,0.272078501338091,0.191793041926851,0.552,0.784,0.414,0.465,0.031,0.119,0.011,0.018,0.354148082069581,0.433541480820696,0.0954504906333631,0.11685994647636,0.414,0.547,0.465,0.69,0.89,0.011,0.027,0.018,0.052,0.095,0.0954504906333631,0.329170383586084,0.11685994647636,0.266726137377342,0.191793041926851,"control",12,"RawMidline"
"130","CTEEG034",1.006,0.643,0.159,0.118,0.41207075962539,0.58792924037461,0.751,0.511,1.058,0.067,0.05,0.147,0.45681581685744,0.227887617065557,0.315296566077003,0.751,0.557,1.058,0.472,0.067,0.025,0.147,0.026,0.45681581685744,0.105098855359001,0.315296566077003,0.122788761706556,0.844,0.514,0.674,0.733,1.106,0.044,0.052,0.015,0.022,0.136,0.262226847034339,0.234131113423517,0.123829344432882,0.138397502601457,0.241415192507804,"control",12,"RawMidline"
"131","CTEEG035",0.51,0.634,0.055,0.208,0.558428128231644,0.441571871768356,0.53,0.366,0.739,0.042,0.067,0.12,0.472595656670114,0.198552223371251,0.328852119958635,0.363,0.815,0.607,0.503,0.066,0.107,0.035,0.026,0.1923474663909,0.185108583247156,0.30506721820062,0.317476732161324,0.517,0.815,0.445,0.607,0.308,0.017,0.107,0.031,0.035,0.045,0.22440537745605,0.185108583247156,0.188210961737332,0.304033092037229,0.0982419855222337,"control",12,"RawMidline"
"132","CTEEG036",1.235,1.102,0.267,0.064,0.40972972972973,0.59027027027027,1.157,1.045,1.243,0.036,0.039,0.274,0.334054054054054,0.303783783783784,0.362162162162162,1.108,1.57,0.957,1.236,0.03,0.158,0.074,0.049,0.339459459459459,0.0983783783783784,0.254054054054054,0.308108108108108,1.57,0.876,1.014,1.109,1.236,0.158,0.044,0.021,0.029,0.049,0.0983783783783784,0.103783783783784,0.157837837837838,0.331891891891892,0.308108108108108,"control",12,"RawMidline"
"133","CTEEG037",0.687,0.423,0.119,0.065,0.470124013528749,0.529875986471251,0.423,0.617,0.827,0.065,0.045,0.092,0.527621195039459,0.315670800450958,0.156708004509583,0.375,0.828,0.491,0.62,0.038,0.092,0.026,0.043,0.304396843291996,0.156708004509583,0.235625704622322,0.303269447576099,0.59,0.375,0.858,0.678,0.49,0.025,0.038,0.081,0.028,0.026,0.190529875986471,0.304396843291996,0.122886133032694,0.149943630214205,0.232243517474634,"control",12,"RawMidline"
"134","CTEEG038",0.537,0.77,0.071,0.07,0.504357298474945,0.495642701525054,0.7,0.823,0.534,0.027,0.043,0.069,0.229847494553377,0.277777777777778,0.492374727668845,0.601,0.702,0.823,0.483,0.028,0.024,0.044,0.046,0.227668845315904,0.21677559912854,0.278867102396514,0.276688453159041,0.602,0.846,0.765,0.483,0.697,0.028,0.031,0.019,0.046,0.019,0.23202614379085,0.188453159041394,0.120915032679739,0.276688453159041,0.181917211328976,"control",12,"RawMidline"
"135","CTEEG041",0.677,0.962,0.11,0.108,0.424528301886792,0.575471698113208,0.75,0.545,0.963,0.037,0.066,0.107,0.277777777777778,0.150943396226415,0.571278825995807,0.545,0.749,0.899,1.087,0.066,0.037,0.043,0.085,0.150943396226415,0.273584905660377,0.381551362683438,0.193920335429769,1.087,0.744,0.933,0.545,0.855,0.084,0.033,0.019,0.066,0.027,0.193920335429769,0.249475890985325,0.20335429769392,0.150943396226415,0.20230607966457,"control",12,"RawMidline"
"136","CTEEG042",0.397,0.625,0.068,0.097,0.609014675052411,0.390985324947589,0.49,0.656,0.362,0.028,0.089,0.05,0.281970649895178,0.30083857442348,0.417190775681342,0.312,0.656,0.396,0.49,0.036,0.089,0.021,0.028,0.169811320754717,0.30188679245283,0.247379454926625,0.280922431865828,0.727,0.39,0.48,0.299,0.573,0.074,0.024,0.022,0.031,0.03,0.149895178197065,0.288259958071279,0.231656184486373,0.128930817610063,0.20125786163522,"control",12,"RawMidline"
"137","CTEEG043",0.31,0.525,0.036,0.122,0.418335089567966,0.581664910432034,0.438,0.309,0.602,0.032,0.035,0.122,0.285563751317176,0.409905163329821,0.304531085353003,0.438,0.335,0.602,0.275,0.031,0.019,0.122,0.018,0.28345626975764,0.231822971548999,0.304531085353003,0.180189673340358,0.264,0.439,0.299,0.339,0.602,0.012,0.031,0.008,0.019,0.122,0.119072708113804,0.277133825079031,0.083245521601686,0.216016859852476,0.304531085353003,"control",12,"RawMidline"
"138","CTEEG046",0.639,1.178,0.093,0.252,0.793284365162644,0.206715634837356,0.798,0.605,1.271,0.054,0.069,0.214,0.208814270724029,0.633788037775446,0.157397691500525,0.515,1.271,0.797,0.64,0.048,0.214,0.054,0.035,0.178384050367261,0.157397691500525,0.213011542497377,0.451206715634837,0.677,0.802,0.512,0.614,1.271,0.019,0.051,0.046,0.019,0.214,0.198321091290661,0.200419727177335,0.169989506820567,0.273871983210913,0.157397691500525,"control",12,"RawMidline"
"139","CTEEG047",0.31,0.463,0.047,0.072,0.420477137176938,0.579522862823062,0.291,0.539,0.411,0.038,0.072,0.032,0.311133200795229,0.196819085487078,0.492047713717694,0.319,0.253,0.54,0.411,0.015,0.023,0.071,0.033,0.172962226640159,0.135188866799205,0.195825049701789,0.496023856858847,0.365,0.287,0.445,0.403,0.545,0.01,0.036,0.013,0.012,0.071,0.136182902584493,0.295228628230616,0.214711729622266,0.170974155069582,0.182902584493042,"control",12,"RawMidline"
"140","CTEEG048",0.456,0.353,0.046,0.033,0.444565217391304,0.555434782608696,0.393,0.321,0.481,0.02,0.019,0.041,0.465217391304348,0.256521739130435,0.278260869565217,0.482,0.344,0.308,0.395,0.041,0.012,0.011,0.019,0.275,0.135869565217391,0.15,0.439130434782609,0.417,0.313,0.356,0.489,0.383,0.012,0.013,0.011,0.039,0.008,0.221739130434783,0.196739130434783,0.126086956521739,0.241304347826087,0.214130434782609,"control",12,"RawMidline"
"141","CTEEG051",0.608,0.93,0.083,0.153,0.700575815738964,0.299424184261036,0.938,0.692,0.552,0.151,0.03,0.058,0.287907869481766,0.297504798464491,0.414587332053743,0.698,0.518,0.936,0.619,0.025,0.044,0.151,0.018,0.258157389635317,0.267754318618042,0.289827255278311,0.18426103646833,0.936,0.619,0.552,0.482,0.698,0.151,0.018,0.014,0.034,0.025,0.289827255278311,0.186180422264875,0.13531669865643,0.130518234165067,0.258157389635317,"control",12,"RawMidline"
"142","CTEEG052",1.278,0.7,0.394,0.162,0.249448123620309,0.750551876379691,0.818,0.521,1.28,0.067,0.075,0.393,0.454746136865342,0.296909492273731,0.248344370860927,1.313,0.487,0.694,0.856,0.398,0.049,0.058,0.053,0.224061810154525,0.227373068432671,0.189845474613687,0.358719646799117,0.449,1.28,0.698,0.538,0.848,0.023,0.393,0.055,0.029,0.048,0.124724061810155,0.249448123620309,0.184326710816777,0.108167770419426,0.333333333333333,"control",12,"RawMidline"
"143","CTEEG053",0.518,0.731,0.049,0.125,0.486021505376344,0.513978494623656,0.648,0.863,0.513,0.033,0.114,0.046,0.346236559139785,0.187096774193548,0.466666666666667,0.653,0.553,0.466,0.863,0.03,0.023,0.023,0.114,0.318279569892473,0.290322580645161,0.204301075268817,0.187096774193548,0.608,0.674,0.466,0.863,0.541,0.023,0.018,0.022,0.114,0.016,0.209677419354839,0.189247311827957,0.203225806451613,0.187096774193548,0.210752688172043,"control",12,"RawMidline"
"144","CTEEG054",0.329,0.752,0.082,0.201,0.79646017699115,0.20353982300885,0.407,0.757,0.261,0.037,0.199,0.041,0.378318584070796,0.201327433628319,0.420353982300885,0.304,0.756,0.231,0.409,0.021,0.2,0.023,0.035,0.196902654867257,0.201327433628319,0.238938053097345,0.36283185840708,0.215,0.411,0.756,0.258,0.311,0.016,0.034,0.2,0.012,0.02,0.136061946902655,0.356194690265487,0.201327433628319,0.133849557522124,0.172566371681416,"control",12,"RawMidline"
"145","CTEEG055",0.617,0.399,0.102,0.062,0.29923830250272,0.70076169749728,0.443,0.342,0.616,0.024,0.048,0.102,0.390642002176279,0.305767138193689,0.303590859630033,0.57,0.443,0.342,0.786,0.042,0.024,0.048,0.075,0.23721436343852,0.391730141458107,0.305767138193689,0.0652883569096844,0.392,0.453,0.786,0.298,0.568,0.018,0.016,0.075,0.032,0.043,0.254624591947769,0.292709466811752,0.0652883569096844,0.145810663764962,0.241566920565832,"control",12,"RawMidline"
"146","CTEEG056",0.525,0.382,0.071,0.035,0.30989010989011,0.69010989010989,0.36,0.537,0.426,0.021,0.069,0.016,0.452747252747253,0.268131868131868,0.279120879120879,0.426,0.342,0.378,0.537,0.015,0.014,0.009,0.069,0.278021978021978,0.221978021978022,0.230769230769231,0.269230769230769,0.412,0.342,0.437,0.534,0.377,0.008,0.014,0.007,0.069,0.009,0.132967032967033,0.221978021978022,0.13956043956044,0.279120879120879,0.226373626373626,"control",12,"RawMidline"
"147","CTEEG059",0.459,0.683,0.05,0.103,0.302673796791444,0.697326203208556,0.459,0.789,0.615,0.049,0.082,0.036,0.302673796791444,0.271657754010695,0.425668449197861,0.459,0.607,0.841,0.698,0.049,0.031,0.066,0.028,0.301604278074866,0.370053475935829,0.159358288770053,0.168983957219251,0.58,0.507,0.643,0.426,0.793,0.019,0.017,0.02,0.034,0.081,0.188235294117647,0.117647058823529,0.252406417112299,0.180748663101604,0.26096256684492,"control",12,"RawMidline"
"148","CTEEG061",0.834,0.55,0.14,0.062,0.441304347826087,0.558695652173913,0.937,0.7,0.546,0.102,0.033,0.059,0.244565217391304,0.215217391304348,0.540217391304348,0.508,0.7,0.601,0.936,0.046,0.033,0.017,0.102,0.316304347826087,0.21304347826087,0.225,0.245652173913043,0.543,0.936,0.602,0.465,0.7,0.015,0.102,0.017,0.036,0.033,0.179347826086957,0.245652173913043,0.218478260869565,0.142391304347826,0.214130434782609,"control",12,"RawMidline"
"149","CTEEG062",0.361,0.262,0.037,0.031,0.607035175879397,0.392964824120603,0.261,0.338,0.409,0.031,0.016,0.023,0.382914572864322,0.428140703517588,0.18894472361809,0.223,0.267,0.361,0.291,0.019,0.006,0.037,0.009,0.126633165829146,0.11356783919598,0.605025125628141,0.154773869346734,0.35,0.322,0.396,0.261,0.435,0.007,0.008,0.012,0.031,0.015,0.242211055276382,0.187939698492462,0.126633165829146,0.379899497487437,0.0633165829145729,"control",12,"RawMidline"
"150","CTEEG065",0.509,0.353,0.052,0.049,0.538628944504897,0.461371055495103,0.538,0.338,0.439,0.038,0.043,0.022,0.356909684439608,0.369967355821545,0.273122959738847,0.538,0.44,0.301,0.373,0.038,0.021,0.032,0.016,0.356909684439608,0.263329706202394,0.176278563656148,0.20348204570185,0.41,0.369,0.301,0.541,0.454,0.011,0.013,0.032,0.036,0.017,0.110990206746464,0.177366702937976,0.173014145810664,0.339499455930359,0.199129488574538,"control",12,"RawMidline"
"151","CTEEG002",0.16,0.294,0.045,0.054,0.557377049180328,0.442622950819672,0.187,0.274,0.171,0.156,0.04,0.023,0.141530054644809,0.444808743169399,0.413661202185792,0.093,0.32,0.226,0.165,0.035,0.049,0.021,0.016,0.123497267759563,0.29016393442623,0.292896174863388,0.29344262295082,0.157,0.242,0.326,0.195,0.092,0.012,0.016,0.048,0.011,0.035,0.219672131147541,0.227322404371585,0.25792349726776,0.175956284153005,0.119125683060109,"experiment",1,"ZscoredScaled"
"152","CTEEG003",0.19,0.386,0.04,0.108,0.494810586403736,0.505189413596264,0.174,0.44,0.276,0.03,0.102,0.03,0.381681370005189,0.3188894654904,0.299429164504411,0.324,0.49,0.162,0.236,0.032,0.099,0.024,0.022,0.271665801764401,0.2047223663726,0.29605604566684,0.22755578619616,0.203,0.15,0.353,0.273,0.499,0.016,0.019,0.021,0.023,0.098,0.199532952776336,0.202906071613908,0.167099117799689,0.244940321743643,0.185521536066424,"experiment",1,"ZscoredScaled"
"153","CTEEG004",0.275,0.474,0.054,0.108,0.572451503710454,0.427548496289546,0.541,0.371,0.253,0.108,0.036,0.045,0.229006639760448,0.346439265720609,0.424554094518943,0.401,0.31,0.224,0.56,0.03,0.023,0.036,0.108,0.260122379898451,0.300481708110923,0.250097643535998,0.189298268454628,0.563,0.211,0.332,0.282,0.407,0.108,0.032,0.016,0.015,0.028,0.184741570108059,0.186954823590678,0.185522718396042,0.201926832443692,0.240854055461528,"experiment",1,"ZscoredScaled"
"154","CTEEG005",0.137,0.242,0.027,0.053,0.632352941176471,0.367647058823529,0.161,0.115,0.246,0.013,0.019,0.053,0.33562091503268,0.31797385620915,0.34640522875817,0.267,0.188,0.15,0.111,0.051,0.013,0.009,0.017,0.240849673202614,0.210457516339869,0.281699346405229,0.266993464052288,0.095,0.189,0.268,0.154,0.127,0.013,0.013,0.051,0.008,0.008,0.11797385620915,0.205555555555556,0.239869281045752,0.233333333333333,0.203267973856209,"experiment",1,"ZscoredScaled"
"155","CTEEG006",0.113,0.2,0.022,0.037,0.488014751075599,0.511985248924401,0.157,0.106,0.224,0.014,0.018,0.029,0.301782421634911,0.393362015980332,0.304855562384757,0.165,0.225,0.128,0.094,0.01,0.028,0.01,0.014,0.229256299938537,0.295021511985249,0.250153657037492,0.225568531038722,0.225,0.165,0.116,0.09,0.136,0.028,0.01,0.005,0.013,0.006,0.295021511985249,0.223110018438845,0.149354640442532,0.184388444990781,0.148125384142594,"experiment",1,"ZscoredScaled"
"156","CTEEG008",0.135,0.241,0.023,0.052,0.519013360739979,0.480986639260021,0.172,0.257,0.123,0.015,0.049,0.017,0.272867420349435,0.372559095580678,0.354573484069887,0.106,0.173,0.134,0.257,0.012,0.015,0.008,0.049,0.136690647482014,0.266187050359712,0.225077081192189,0.372045220966084,0.169,0.292,0.106,0.22,0.134,0.013,0.049,0.012,0.015,0.008,0.242034943473792,0.178314491264132,0.13617677286742,0.224049331963001,0.219424460431655,"experiment",1,"ZscoredScaled"
"157","CTEEG009",0.29,0.159,0.04,0.038,0.335347432024169,0.664652567975831,0.126,0.293,0.192,0.023,0.038,0.018,0.327794561933535,0.321752265861027,0.350453172205438,0.16,0.115,0.292,0.2,0.01,0.018,0.039,0.013,0.188821752265861,0.231117824773414,0.326283987915408,0.253776435045317,0.201,0.293,0.134,0.103,0.163,0.013,0.038,0.009,0.013,0.009,0.255287009063444,0.321752265861027,0.131419939577039,0.128398791540786,0.163141993957704,"experiment",1,"ZscoredScaled"
"158","CTEEG011",0.123,0.072,0.022,0.016,0.365738925911407,0.634261074088593,0.131,0.09,0.061,0.02,0.008,0.011,0.269110152881223,0.38671109368875,0.344178753430027,0.131,0.091,0.05,0.069,0.02,0.007,0.007,0.005,0.263818110544884,0.371226969815759,0.14327714621717,0.221677773422187,0.068,0.139,0.103,0.05,0.085,0.005,0.018,0.006,0.007,0.005,0.201489611916895,0.192277538220306,0.205605644845159,0.142689141513132,0.257938063504508,"experiment",1,"ZscoredScaled"
"159","CTEEG012",0.267,0.164,0.049,0.038,0.370722922562387,0.629277077437613,0.202,0.132,0.286,0.016,0.029,0.046,0.428350913300746,0.302932853100077,0.268716233599177,0.294,0.221,0.186,0.127,0.045,0.011,0.011,0.027,0.227682016979676,0.232827373295601,0.277077437612555,0.262413172112169,0.194,0.11,0.223,0.296,0.162,0.007,0.021,0.011,0.044,0.012,0.215204527913558,0.160921018780551,0.21713403653203,0.220864419861075,0.185875996912786,"experiment",1,"ZscoredScaled"
"160","CTEEG013",0.157,0.106,0.076,0.019,0.316890415235717,0.683109584764284,0.078,0.118,0.185,0.015,0.011,0.062,0.31158289103965,0.446456447080862,0.241960661879488,0.077,0.146,0.114,0.239,0.015,0.011,0.008,0.072,0.305650952232282,0.234155479238214,0.367780206056822,0.0924133624726819,0.119,0.146,0.071,0.1,0.24,0.005,0.011,0.012,0.006,0.072,0.255073368716828,0.229160162347799,0.222603808929129,0.200749297533562,0.0924133624726819,"experiment",1,"ZscoredScaled"
"161","CTEEG015",0.137,0.252,0.035,0.069,0.667005592272496,0.332994407727504,0.264,0.167,0.104,0.07,0.018,0.023,0.266014234875445,0.442297915607524,0.291687849517031,0.274,0.146,0.185,0.097,0.072,0.011,0.013,0.019,0.232587697000508,0.267920691408236,0.272877478393493,0.226614133197763,0.123,0.186,0.151,0.274,0.085,0.009,0.013,0.008,0.072,0.014,0.151245551601424,0.267539400101678,0.206278596847992,0.231952211489578,0.142984239959329,"experiment",1,"ZscoredScaled"
