"","Subject","Class","dis_sum","angle_sum","average_speed","idle_time"
"1","CTEEG028","control",4.32842179816625,1444.03976612327,0.00253667049604751,1.5
"2","CTEEG029","control",4.30191569342864,909.662506348181,0.00240240576148388,1.75
"3","CTEEG030","control",4.00765930256085,651.069516240296,0.00165882333646197,4.5
"4","CTEEG031","control",4.35048782687556,1406.02842586838,0.00265962038024358,1.25
"5","CTEEG032","control",4.19556230714243,882.92988237972,0.00211335517592446,2.5
"6","CTEEG033","control",4.20307333324767,1916.21539641909,0.00263619777047044,2.25
"7","CTEEG034","control",3.9788811028812,2061.48491372998,0.0023360205330918,3.75
"8","CTEEG035","control",4.41838631307855,1802.19392885339,0.003034686805739,1
"9","CTEEG036","control",4.01331409145095,1435.6148073598,0.00169319076003962,4.25
"10","CTEEG037","control",4.34731900015048,790.190242526693,0.00258571527842272,1.5
"11","CTEEG038","control",4.4071680452927,1587.12305645148,0.00300651182417602,1
"12","CTEEG041","control",2.81371474701163,1747.34698708766,0.00281947248879827,12
"13","CTEEG042","control",4.31555664903689,1544.93633616088,0.00239430377764703,1.75
"14","CTEEG043","control",4.41349463411034,2014.82920467541,0.00301743338909141,1
"15","CTEEG044","control",4.3367199219337,1756.37526418669,0.00257083715133102,1.5
"16","CTEEG045","control",4.36213157100218,976.867361978933,0.00271862104839933,1.25
"17","CTEEG046","control",4.11534180397638,1159.43822053226,0.00191873812151893,3.25
"18","CTEEG047","control",3.91105529712054,1274.3227685622,0.00216871176441377,4
"19","CTEEG048","control",4.31487452204105,2892.43920790963,0.00246316312719589,1.75
"20","CTEEG050","control",4.20022001029611,2939.22645716628,0.00233676659290895,1.75
"21","CTEEG051","control",3.0431417267735,1041.05471010759,0.001392089682668,10
"22","CTEEG052","control",4.34157831177906,1751.81004933725,0.00267906645119824,1.25
"23","CTEEG002","experiment",1.40997155698735,338.99983335007,0.00526737855424311,1.25
"24","CTEEG003","experiment",3.11530193467166,1893.06752004493,0.00392744151128405,0.5
"25","CTEEG004","experiment",6.59445431530494,3744.04248349071,0.00257413902537283,0.5
"26","CTEEG005","experiment",1.40524462848449,493.741198863063,0.000972467356856862,10.75
"27","CTEEG006","experiment",1.14682873060086,732.559366045595,0.00550000325374223,1.5
"28","CTEEG007","experiment",6.45178967383181,2917.06743715878,0.0018089858757079,2
"29","CTEEG008","experiment",1.6058765418846,581.283067676382,0.00739495180656647,0.5
"30","CTEEG009","experiment",4.78757663572479,1342.11348476457,0.00214586372515931,2.75
"31","CTEEG010","experiment",1.66020632246062,285.878008163842,0.00348093725595693,2.5
"32","CTEEG011","experiment",3.9803914151957,2158.96327401554,0.00220223987738615,2.75
"33","CTEEG012","experiment",5.59066318999978,2593.48062766524,0.00109080511908989,7.5
"34","CTEEG013","experiment",2.53862348953132,1462.39658984484,0.00301004482949645,2.25
"35","CTEEG014","experiment",4.60259430809972,929.648250501395,0.00143927463769739,5.25
"36","CTEEG015","experiment",6.30984593175125,1424.20342108723,0.00156697056769328,2.75
"37","CTEEG016","experiment",4.63374572772616,1681.87691594747,0.00221247763409899,12
"38","CTEEG017","experiment",5.99843407148315,2850.46610487517,0.00175462305049575,3
"39","CTEEG018","experiment",1.88215217961155,780.435882831528,0.00642328911308298,0.5
"40","CTEEG019","experiment",1.64205223732692,761.700258413434,0.00135211594504591,7.75
"41","CTEEG020","experiment",6.09888288795293,1299.24442864938,0.00124337835739412,4.75
"42","CTEEG021","experiment",6.50762050615232,2450.29323302676,0.00185591846169993,1.25
"43","CTEEG022","experiment",1.22843795843252,170.19668223096,0.00437498334349441,2.25
"44","CTEEG023","experiment",3.40277740130909,1090.22120798935,0.00299913922660836,1.25
"45","CTEEG024","experiment",6.57067955977894,914.488334528273,0.00223565696621939,0.5
"46","CTEEG049","experiment",4.25137124677206,1998.90717826579,0.00315436361197428,0.5
"47","CTEEG057","experiment",2.36303629647036,1462.01974547631,0.00471434510660249,0.5
"48","CTEEG058","experiment",6.20362783603441,1422.76527729721,0.00135660128306856,3.5
"49","CTEEG060","experiment",1.0911266679679,119.146607647625,0.00658596656371735,1
