"","Subject","Class","dis_sum","angle_sum","average_speed","idle_time"
"1","CTEEG028","control",0.239184392906444,-0.0288958574394045,-0.16401770695672,-0.499294216600162
"2","CTEEG029","control",0.222208232268037,-0.70057994370042,-0.257932102303126,-0.415220619990513
"3","CTEEG030","control",0.0337481092247311,-1.02561772009686,-0.778047038388989,0.50958894271563
"4","CTEEG031","control",0.253316852267375,-0.0766741112472283,-0.0780177303454952,-0.583367813209812
"5","CTEEG032","control",0.154092898539985,-0.734181444840592,-0.46011483521184,-0.162999830161565
"6","CTEEG033","control",0.158903427547704,0.564604054820059,-0.0944011853266412,-0.247073426771214
"7","CTEEG034","control",0.0153167574481488,0.747200191185615,-0.304366697393478,0.257368152886682
"8","CTEEG035","control",0.296803272482524,0.42128507210691,0.184330656813813,-0.667441409819461
"9","CTEEG036","control",0.0373697882879105,-0.0394855871206551,-0.75400799481289,0.42551534610598
"10","CTEEG037","control",0.251287338234562,-0.850750290380678,-0.129712264826785,-0.499294216600162
"11","CTEEG038","control",0.289618394964589,0.150952306690507,0.164623051790173,-0.667441409819461
"12","CTEEG041","control",-0.730928359422593,0.35234535341523,0.0337943115026786,3.03179684100511
"13","CTEEG042","control",0.230944749985725,0.097925819967126,-0.263599211508064,-0.415220619990513
"14","CTEEG043","control",0.293670336550295,0.688556420830624,0.172262378442847,-0.667441409819461
"15","CTEEG044","control",0.244499028288294,0.363693422485994,-0.140119095140378,-0.499294216600162
"16","CTEEG045","control",0.260774231338449,-0.616106977793068,-0.0367484268840124,-0.583367813209812
"17","CTEEG046","control",0.102714691077151,-0.386625019004451,-0.596243976255439,0.089220959667383
"18","CTEEG047","control",-0.0281231136841942,-0.242221189579747,-0.421394462708147,0.341441749496331
"19","CTEEG048","control",0.230507873365347,1.79166599806826,-0.215434038442729,-0.415220619990513
"20","CTEEG050","control",0.157075981785363,1.85047510753307,-0.303844849591461,-0.415220619990513
"21","CTEEG051","control",-0.583989029718103,-0.535426859976196,-0.96461970690104,2.35920806812792
"22","CTEEG052","control",0.247610643792547,0.357955187730222,-0.064415752123099,-0.583367813209812
"23","CTEEG002","experiment",-1.62997294272967,-1.41787288434189,1.74603556940428,-0.583367813209812
"24","CTEEG003","experiment",-0.537773137450778,0.535508392707104,0.808787396228057,-0.83558860303876
"25","CTEEG004","experiment",1.6904927765261,2.86208648762337,-0.137809527366276,-0.83558860303876
"26","CTEEG005","experiment",-1.63300036220097,-1.22337113337831,-1.25813368978334,2.61142885795686
"27","CTEEG006","experiment",-1.79850600089881,-0.923189268465037,1.9087499863143,-0.499294216600162
"28","CTEEG007","experiment",1.5991214530124,1.82262238582025,-0.673012577010902,-0.331147023380864
"29","CTEEG008","experiment",-1.50450318674697,-1.1133356124278,3.2342130584265,-0.83558860303876
"30","CTEEG009","experiment",0.533255753351728,-0.157011827773198,-0.437376021815286,-0.0789262335519157
"31","CTEEG010","experiment",-1.46970701086077,-1.48464422230217,0.496470261762851,-0.162999830161565
"32","CTEEG011","experiment",0.0162840555373609,0.869725358866184,-0.397942493230527,-0.0789262335519157
"33","CTEEG012","experiment",1.04760240997571,1.41589079968901,-1.17535976241603,1.51847210203142
"34","CTEEG013","experiment",-0.907113937176688,-0.00582229631281824,0.167094289375401,-0.247073426771214
"35","CTEEG014","experiment",0.414781547499319,-0.675458915336585,-0.931615161549392,0.761809732544578
"36","CTEEG015","experiment",1.50821183837722,-0.0538290989772213,-0.842295459747293,-0.0789262335519157
"37","CTEEG016","experiment",0.434732857166576,0.270052920294568,-0.390781471131054,3.03179684100511
"38","CTEEG017","experiment",1.30876428405158,1.73890801699117,-0.711037840127939,0.00514736305773366
"39","CTEEG018","experiment",-1.32755905810345,-0.86301100705426,2.55456240678113,-0.83558860303876
"40","CTEEG019","experiment",-1.48133401786628,-0.886560700716551,-0.992580209044179,1.60254569864107
"41","CTEEG020","experiment",1.37309796345144,-0.210895974710378,-1.06863908503224,0.593662539325279
"42","CTEEG021","experiment",1.63487899594189,1.23591178192107,-0.640184556683675,-0.583367813209812
"43","CTEEG022","experiment",-1.74623836765126,-1.63004955960899,1.12183028646175,-0.247073426771214
"44","CTEEG023","experiment",-0.353655940693737,-0.473627160231732,0.159466127710674,-0.583367813209812
"45","CTEEG024","experiment",1.67526594206877,-0.694514131706545,-0.374568182007175,-0.83558860303876
"46","CTEEG049","experiment",0.189836420026465,0.668543271758988,0.268041207697517,-0.83558860303876
"47","CTEEG057","experiment",-1.01957091359616,-0.00629596984720982,1.35920426920986,-0.83558860303876
"48","CTEEG058","experiment",1.44018315315755,-0.0556367700183132,-0.98944284159106,0.173294556277032
"49","CTEEG060","experiment",-1.83418107169885,-1.69421681611705,2.66835069573486,-0.667441409819461
